"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","fecundityDecRate","trafficLongCoefficient","costMinFactor","fecundityReck","fecundityRegen","migrationDistanceThreshold","trafficShortCoefficient"
136,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,374087637,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
138,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,374092136,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
140,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,374096712,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
142,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,374101152,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
144,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,374105880,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
146,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374110562,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
148,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374112354,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
150,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374115419,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
152,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374119398,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
154,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374121882,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
156,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374125765,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
158,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374130629,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
160,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374134472,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
162,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374138072,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
164,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374142377,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
166,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374146021,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
168,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374150192,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
170,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374154395,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
172,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374158744,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
174,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374162655,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
176,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374167126,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
178,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374171409,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
180,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,374175636,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
182,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374180181,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
184,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374181737,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
186,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374185181,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
188,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374188856,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
190,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374191545,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
192,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374195196,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
194,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374199434,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
196,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374202854,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
198,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374206799,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
200,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374210649,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
202,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374214632,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
204,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374218798,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
206,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374223136,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
208,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374227638,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
210,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374231811,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
212,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374235898,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
214,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374240380,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
216,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,374244959,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
218,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374249659,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
220,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374251357,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
222,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374254944,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
224,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374258958,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
226,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374261014,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
228,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374264788,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
230,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374268514,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
232,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374271855,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
234,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374276217,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
236,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374280279,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
238,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374284573,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
240,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374288870,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
242,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374292852,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
244,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374296876,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
246,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374301198,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
248,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374305550,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
250,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374310062,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
252,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,374314425,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
254,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374318898,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
256,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374320278,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
258,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374323642,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
260,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374326948,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
262,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374329202,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
264,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374332795,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
266,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374336882,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
268,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374340211,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
270,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374344274,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
272,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374348118,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
274,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374352106,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
276,1.0,0.0,230,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,374355998,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
