"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","fecundityDecRate","trafficLongCoefficient","costMinFactor","fecundityReck","fecundityRegen","migrationDistanceThreshold","trafficShortCoefficient"
208,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,479091103,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
216,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,479106268,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
224,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,479124794,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
232,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,479136697,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
240,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,479150069,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
248,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,479166808,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
256,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,479184630,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
264,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,479197213,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
272,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,479213482,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
280,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,479228496,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
288,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,479244493,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
296,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,479262170,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
304,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,479273620,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
312,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,479288622,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
320,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,479305269,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
328,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,479322177,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
336,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,479334616,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
344,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,479351165,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
352,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,479368314,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
360,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,479384362,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
368,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,479402215,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
376,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,479411617,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
384,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,479427303,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
392,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,479444376,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
400,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,479459550,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
408,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,479474135,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
416,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,479489924,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
424,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,479505203,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
432,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,479523027,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
440,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,479540353,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
448,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,479550538,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
456,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,479568315,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
464,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,479585506,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
472,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,479603018,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
480,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,479616489,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
488,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,479632241,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
496,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,479647104,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
504,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,479663564,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
512,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,479679186,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
520,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,479689931,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
528,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,479704868,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
536,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,479719368,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
544,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,479738307,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
552,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,479753287,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
560,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,479767523,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
568,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,479785287,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
576,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,479802470,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
584,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,479818888,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
592,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,479829882,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
600,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,479845086,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
608,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,479862167,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
616,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,479879641,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
624,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,479891969,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
632,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,479908621,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
640,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,479923937,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
648,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,479939297,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
656,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,479957233,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
664,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,479966374,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
672,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,479982419,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
680,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,479999543,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
688,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,480015614,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
696,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,480030265,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
704,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,480044278,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
712,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,480058998,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
720,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,480076566,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
728,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,480092998,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
736,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,480103805,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
744,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,480119483,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
752,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,480137532,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
760,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,480155014,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
768,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,480168209,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
776,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,480183485,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
784,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,480199932,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
792,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,480215762,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
800,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,480232108,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
808,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,480241362,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
816,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,480256954,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
824,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,480273132,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
832,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,480289454,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
840,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,480304980,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
848,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,480320863,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
856,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,480334391,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
864,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,480352763,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
872,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,480368507,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
880,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,480377550,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
888,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,480393725,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
896,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,480408602,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
904,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,480424548,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
912,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,480437498,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
920,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,480452980,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
928,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,480468240,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
936,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,480484655,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
944,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,480501022,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
952,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,480510665,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
960,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,480524365,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
968,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,480541037,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
976,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,480556533,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
984,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,480569408,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
992,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,480584652,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1000,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,480599798,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1008,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,480615295,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1016,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,480631595,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1024,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,480642724,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1032,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,480658381,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1040,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,480674303,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1048,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,480689899,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1056,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,480703747,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1064,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,480717249,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1072,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,480732573,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1080,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,480751735,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1088,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,480767155,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1096,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,480776388,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1104,1.0,0.0,190,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,480791392,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
