"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","fecundityDisturbance","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","costDisturbance","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","trafficLongCoefficient","fecundityDecRate","costMinFactor","fecundityRegen","fecundityReck","trafficShortCoefficient","migrationDistanceThreshold"
24,1.0,0.0,140,10.0,0,15,3.3,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689684488,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
31,1.0,0.0,140,10.0,0,15,4.0,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689689588,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
38,1.0,0.0,140,10.0,0,15,4.7,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689694572,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
45,1.0,0.0,140,10.0,0,15,5.4,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689699604,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
52,1.0,0.0,140,10.0,0,15,6.1,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689704980,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
59,1.0,0.0,140,10.0,0,15,6.8,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689709796,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
66,1.0,0.0,140,10.0,0,15,7.5,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689714703,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
73,1.0,0.0,140,10.0,0,15,8.2,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689719652,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
80,1.0,0.0,140,10.0,0,15,8.9,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689723941,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
87,1.0,0.0,140,10.0,0,15,9.6,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689728701,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
