"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","fecundityDecRate","trafficLongCoefficient","costMinFactor","fecundityReck","fecundityRegen","migrationDistanceThreshold","trafficShortCoefficient"
126,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,-236050001,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
133,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,-236038111,0.2,0.8,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
140,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.6,0.05,2.0,-236030849,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
147,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,-236017582,0.2,0.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
154,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,-236009041,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
161,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,-235999364,0.2,0.4,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
168,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,-235987928,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
175,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,0.8,0.05,2.0,-235977420,0.2,1.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
182,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,-235965222,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
189,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,-235959538,0.2,0.2,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
196,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,-235950057,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
203,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,-235937836,0.2,0.6,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
210,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,-235925444,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
217,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235914179,0.2,0.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
224,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235909500,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
231,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235902993,0.2,0.4,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
238,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235893791,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
245,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235882512,0.2,0.8,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
252,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,-235871111,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
259,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,-235858201,0.2,0.2,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
266,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,-235854854,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
273,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,-235846352,0.2,0.6,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
280,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,-235834311,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
287,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,-235824155,0.2,1.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
294,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,-235812027,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
301,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,-235801304,0.2,0.4,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
308,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,-235796920,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
315,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,-235787106,0.2,0.8,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
322,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,-235775541,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
329,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,-235763850,0.2,0.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
336,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,-235753949,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
343,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,-235742174,0.2,0.6,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
350,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,-235736166,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
357,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,-235724835,0.2,1.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
364,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,-235714062,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
371,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,-235704466,0.2,0.2,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
378,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,-235694447,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
385,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,-235681934,0.2,0.8,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
392,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,-235674116,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
399,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,-235661956,0.2,0.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
406,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,-235653552,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
413,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,-235644105,0.2,0.4,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
420,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,-235632366,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
427,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,-235621157,0.2,1.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
434,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,-235608578,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
441,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,-235603069,0.2,0.2,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
448,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,-235592387,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
455,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,-235582594,0.2,0.6,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
462,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,-235571109,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
469,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235559070,0.2,0.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
476,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235555283,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
483,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235548863,0.2,0.4,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
490,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235540022,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
497,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235528497,0.2,0.8,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
504,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,-235518862,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
511,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,-235507484,0.2,0.2,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
518,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,-235504700,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
525,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,-235495659,0.2,0.6,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
532,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,-235484352,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
539,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,-235473083,0.2,1.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
546,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,-235461438,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
553,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,-235451539,0.2,0.4,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
560,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,-235447122,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
567,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,-235437316,0.2,0.8,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
574,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,-235427146,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
581,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,-235414482,0.2,0.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
588,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,-235404727,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
595,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,-235394581,0.2,0.6,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
602,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,-235389091,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
609,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,-235377663,0.2,1.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
616,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,-235364137,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
623,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,-235354204,0.2,0.2,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
630,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,-235343247,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
637,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,-235332101,0.2,0.8,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
644,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,-235322983,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
651,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,-235310881,0.2,0.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
658,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,-235300698,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
665,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,-235290645,0.2,0.4,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
672,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,-235280577,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
679,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,-235268961,0.2,1.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
686,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,-235258162,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
693,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,-235252336,0.2,0.2,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
700,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,-235244372,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
707,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,-235234768,0.2,0.6,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
714,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,-235223785,0.2,0.8,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
721,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235212995,0.2,0.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
728,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235208568,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
735,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235202025,0.2,0.4,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
742,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235191768,0.2,0.6,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
749,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235180699,0.2,0.8,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
756,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,-235170293,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
763,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,-235157559,0.2,0.2,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
770,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,-235154283,0.2,0.4,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
777,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,-235144454,0.2,0.6,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
784,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,-235132773,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
791,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,-235121614,0.2,1.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
798,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,-235109250,0.2,0.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
805,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,-235099778,0.2,0.4,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
812,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,-235095010,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
819,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,-235085185,0.2,0.8,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
826,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,-235073667,0.2,1.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
833,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,-235061778,0.2,0.0,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
840,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,-235052589,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
847,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,-235042139,0.2,0.6,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
854,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,-235036400,0.2,0.8,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
861,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,-235024913,0.2,1.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
868,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,-235012624,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
875,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,-235003722,0.2,0.2,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
882,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,-234993530,0.2,0.4,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
889,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,-234983256,0.2,0.8,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
896,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,-234975084,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
903,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,-234963886,0.2,0.0,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
910,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,-234956345,0.2,0.2,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
917,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,-234946540,0.2,0.4,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
924,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,-234936731,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
931,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,-234924802,0.2,1.0,2.0,1.0,0.5,0.2,1,0.0,100.0,1.5
938,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,-234913500,0.2,0.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
945,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,-234907276,0.2,0.2,2.0,1.0,0.5,0.2,1,0.08,100.0,1.5
952,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,-234899844,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
959,1.0,0.0,150,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,-234890025,0.2,0.6,2.0,1.0,0.5,0.2,1,0.16,100.0,1.5
