"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","fecundityDisturbance","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","costDisturbance","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","trafficLongCoefficient","fecundityDecRate","costMinFactor","fecundityRegen","fecundityReck","trafficShortCoefficient","migrationDistanceThreshold"
89,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688217957,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
4,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.3,10.0,5.0E-4,0.7,3.33E-4,2.0,1688129530,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
11,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,2.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688143739,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
18,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,2.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688154466,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
25,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.4,10.0,5.0E-4,0.7,3.33E-4,2.0,1688163171,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
32,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.1,10.0,5.0E-4,0.7,3.33E-4,2.0,1688170977,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
39,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688178238,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
46,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,5.5,10.0,5.0E-4,0.7,3.33E-4,2.0,1688185816,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
53,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.2,10.0,5.0E-4,0.7,3.33E-4,2.0,1688192383,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
60,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.9,10.0,5.0E-4,0.7,3.33E-4,2.0,1688198527,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
67,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,7.6,10.0,5.0E-4,0.7,3.33E-4,2.0,1688204921,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
74,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.3,10.0,5.0E-4,0.7,3.33E-4,2.0,1688210577,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
81,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688216988,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
88,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688222974,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
3,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.2,10.0,5.0E-4,0.7,3.33E-4,2.0,1688130192,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
10,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.9,10.0,5.0E-4,0.7,3.33E-4,2.0,1688144502,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
17,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,2.6,10.0,5.0E-4,0.7,3.33E-4,2.0,1688154874,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
24,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.3,10.0,5.0E-4,0.7,3.33E-4,2.0,1688163544,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
31,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688171262,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
38,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688178370,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
45,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,5.4,10.0,5.0E-4,0.7,3.33E-4,2.0,1688184783,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
52,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.1,10.0,5.0E-4,0.7,3.33E-4,2.0,1688191687,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
59,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688197790,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
66,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,7.5,10.0,5.0E-4,0.7,3.33E-4,2.0,1688204452,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
73,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.2,10.0,5.0E-4,0.7,3.33E-4,2.0,1688210023,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
80,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.9,10.0,5.0E-4,0.7,3.33E-4,2.0,1688215377,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
87,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.6,10.0,5.0E-4,0.7,3.33E-4,2.0,1688221576,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
2,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.1,10.0,5.0E-4,0.7,3.33E-4,2.0,1688128938,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
9,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688144629,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
16,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,2.5,10.0,5.0E-4,0.7,3.33E-4,2.0,1688154320,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
23,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.2,10.0,5.0E-4,0.7,3.33E-4,2.0,1688162727,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
30,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.9,10.0,5.0E-4,0.7,3.33E-4,2.0,1688170654,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
37,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.6,10.0,5.0E-4,0.7,3.33E-4,2.0,1688177268,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
44,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,5.3,10.0,5.0E-4,0.7,3.33E-4,2.0,1688184100,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
51,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688191026,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
58,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688197149,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
65,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,7.4,10.0,5.0E-4,0.7,3.33E-4,2.0,1688203448,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
