"","run","pop1","pop2","dif","canalDeath","canalDecay","sust","drought"
"649",649,92,25,67,2,0.5,0.25,0
"650",650,88,50,38,2,0.5,0.25,1
"651",651,139,81,58,2,0.5,0.25,2
"652",652,173,22,151,2,0.5,0.25,3
"653",653,169,44,125,2,0.5,0.25,4
"654",654,131,29,102,2,0.5,0.25,5
"655",655,180,62,118,2,0.5,0.25,6
"656",656,129,35,94,2,0.5,0.25,7
"657",657,201,52,149,2,0.5,0.4,0
"658",658,169,42,127,2,0.5,0.4,1
"659",659,119,54,65,2,0.5,0.4,2
"660",660,136,38,98,2,0.5,0.4,3
"661",661,199,32,167,2,0.5,0.4,4
"662",662,122,69,53,2,0.5,0.4,5
"663",663,141,44,97,2,0.5,0.4,6
"664",664,161,81,80,2,0.5,0.4,7
"665",665,188,81,107,2,0.5,0.5,0
"666",666,210,32,178,2,0.5,0.5,1
"667",667,253,77,176,2,0.5,0.5,2
"668",668,193,59,134,2,0.5,0.5,3
"669",669,220,58,162,2,0.5,0.5,4
"670",670,149,65,84,2,0.5,0.5,5
"671",671,134,29,105,2,0.5,0.5,6
"672",672,219,47,172,2,0.5,0.5,7
"673",673,232,102,130,2,0.5,0.6,0
"674",674,191,69,122,2,0.5,0.6,1
"675",675,186,71,115,2,0.5,0.6,2
"676",676,233,81,152,2,0.5,0.6,3
"677",677,211,64,147,2,0.5,0.6,4
"678",678,257,75,182,2,0.5,0.6,5
"679",679,158,59,99,2,0.5,0.6,6
"680",680,211,79,132,2,0.5,0.6,7
"681",681,200,66,134,2,0.5,0.7,0
"682",682,213,19,194,2,0.5,0.7,1
"683",683,284,73,211,2,0.5,0.7,2
"684",684,213,92,121,2,0.5,0.7,3
"685",685,245,64,181,2,0.5,0.7,4
"686",686,233,77,156,2,0.5,0.7,5
"687",687,185,74,111,2,0.5,0.7,6
"688",688,186,83,103,2,0.5,0.7,7
"689",689,314,78,236,2,0.5,0.8,0
"690",690,185,89,96,2,0.5,0.8,1
"691",691,226,54,172,2,0.5,0.8,2
"692",692,278,41,237,2,0.5,0.8,3
"693",693,293,74,219,2,0.5,0.8,4
"694",694,280,47,233,2,0.5,0.8,5
"695",695,312,35,277,2,0.5,0.8,6
"696",696,236,85,151,2,0.5,0.8,7
"697",697,365,115,250,2,0.5,1,0
"698",698,346,98,248,2,0.5,1,1
"699",699,256,65,191,2,0.5,1,2
"700",700,372,105,267,2,0.5,1,3
"701",701,307,95,212,2,0.5,1,4
"702",702,229,19,210,2,0.5,1,5
"703",703,315,65,250,2,0.5,1,6
"704",704,290,19,271,2,0.5,1,7
"705",705,0,0,0,2,1,0.1,0
"706",706,0,0,0,2,1,0.1,1
"707",707,0,0,0,2,1,0.1,2
"708",708,0,0,0,2,1,0.1,3
"709",709,0,0,0,2,1,0.1,4
"710",710,0,0,0,2,1,0.1,5
"711",711,0,0,0,2,1,0.1,6
"712",712,0,0,0,2,1,0.1,7
"713",713,123,44,79,2,1,0.25,0
"714",714,139,69,70,2,1,0.25,1
"715",715,87,58,29,2,1,0.25,2
"716",716,129,55,74,2,1,0.25,3
"717",717,103,46,57,2,1,0.25,4
"718",718,138,54,84,2,1,0.25,5
"719",719,132,33,99,2,1,0.25,6
"720",720,55,64,-9,2,1,0.25,7
"721",721,146,41,105,2,1,0.4,0
"722",722,195,27,168,2,1,0.4,1
"723",723,155,63,92,2,1,0.4,2
"724",724,186,33,153,2,1,0.4,3
"725",725,199,37,162,2,1,0.4,4
"726",726,130,46,84,2,1,0.4,5
"727",727,152,25,127,2,1,0.4,6
"728",728,160,37,123,2,1,0.4,7
"729",729,171,66,105,2,1,0.5,0
"730",730,167,63,104,2,1,0.5,1
"731",731,186,38,148,2,1,0.5,2
"732",732,185,60,125,2,1,0.5,3
"733",733,175,67,108,2,1,0.5,4
"734",734,152,63,89,2,1,0.5,5
"735",735,169,71,98,2,1,0.5,6
"736",736,139,79,60,2,1,0.5,7
"737",737,219,70,149,2,1,0.6,0
"738",738,179,30,149,2,1,0.6,1
"739",740,247,69,178,2,1,0.6,3
"740",741,169,11,158,2,1,0.6,4
"741",742,176,54,122,2,1,0.6,5
"742",743,237,29,208,2,1,0.6,6
"743",744,129,65,64,2,1,0.6,7
"744",748,217,48,169,2,1,0.7,3
"745",749,233,61,172,2,1,0.7,4
"746",750,377,87,290,2,1,0.7,5
"747",751,259,34,225,2,1,0.7,6
"748",752,266,48,218,2,1,0.7,7
"749",759,253,46,207,2,1,0.8,6
"750",760,168,91,77,2,1,0.8,7
"751",767,433,41,392,2,1,1,6
"752",768,297,81,216,2,1,1,7
"753",775,0,0,0,2,2,0.1,6
"754",776,0,0,0,2,2,0.1,7
"755",783,145,37,108,2,2,0.25,6
"756",784,139,39,100,2,2,0.25,7
"757",792,162,14,148,2,2,0.4,7
"758",800,192,13,179,2,2,0.5,7
