"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
140,1,150,10000.0,2.0,-598402240,0.0,6.0,1.0,0.5,0.25,3.0,0.0,50000.0,500.0,8.0
148,1,150,10000.0,2.0,-597973310,0.0,6.0,1.0,0.5,0.4,3.0,0.0,50000.0,500.0,8.0
156,1,150,10000.0,2.0,-597539499,0.0,6.0,1.0,0.5,0.5,3.0,0.0,50000.0,500.0,8.0
164,1,150,10000.0,2.0,-597102390,0.0,6.0,1.0,0.5,0.6,3.0,0.0,50000.0,500.0,8.0
172,1,150,10000.0,2.0,-596667170,0.0,6.0,1.0,0.5,0.7,3.0,0.0,50000.0,500.0,8.0
180,1,150,10000.0,2.0,-596227592,0.0,6.0,1.0,0.5,0.8,3.0,0.0,50000.0,500.0,8.0
188,1,150,10000.0,2.0,-595784698,0.0,6.0,1.0,0.5,1.0,3.0,0.0,50000.0,500.0,8.0
196,1,150,10000.0,2.0,-595346921,0.0,6.0,1.0,1.0,0.1,3.0,0.0,50000.0,500.0,8.0
204,1,150,10000.0,2.0,-594914402,0.0,6.0,1.0,1.0,0.25,3.0,0.0,50000.0,500.0,8.0
212,1,150,10000.0,2.0,-594482759,0.0,6.0,1.0,1.0,0.4,3.0,0.0,50000.0,500.0,8.0
220,1,150,10000.0,2.0,-594042786,0.0,6.0,1.0,1.0,0.5,3.0,0.0,50000.0,500.0,8.0
228,1,150,10000.0,2.0,-593611415,0.0,6.0,1.0,1.0,0.6,3.0,0.0,50000.0,500.0,8.0
236,1,150,10000.0,2.0,-593174370,0.0,6.0,1.0,1.0,0.7,3.0,0.0,50000.0,500.0,8.0
244,1,150,10000.0,2.0,-592733879,0.0,6.0,1.0,1.0,0.8,3.0,0.0,50000.0,500.0,8.0
252,1,150,10000.0,2.0,-592297198,0.0,6.0,1.0,1.0,1.0,3.0,0.0,50000.0,500.0,8.0
260,1,150,10000.0,2.0,-591854227,0.0,6.0,1.0,2.0,0.1,3.0,0.0,50000.0,500.0,8.0
268,1,150,10000.0,2.0,-591419022,0.0,6.0,1.0,2.0,0.25,3.0,0.0,50000.0,500.0,8.0
276,1,150,10000.0,2.0,-590980961,0.0,6.0,1.0,2.0,0.4,3.0,0.0,50000.0,500.0,8.0
284,1,150,10000.0,2.0,-590546249,0.0,6.0,1.0,2.0,0.5,3.0,0.0,50000.0,500.0,8.0
292,1,150,10000.0,2.0,-590108102,0.0,6.0,1.0,2.0,0.6,3.0,0.0,50000.0,500.0,8.0
300,1,150,10000.0,2.0,-589674291,0.0,6.0,1.0,2.0,0.7,3.0,0.0,50000.0,500.0,8.0
308,1,150,10000.0,2.0,-589235356,0.0,6.0,1.0,2.0,0.8,3.0,0.0,50000.0,500.0,8.0
316,1,150,10000.0,2.0,-588798014,0.0,6.0,1.0,2.0,1.0,3.0,0.0,50000.0,500.0,8.0
324,1,150,10000.0,2.0,-588356509,0.0,6.0,1.0,4.0,0.1,3.0,0.0,50000.0,500.0,8.0
332,1,150,10000.0,2.0,-587923491,0.0,6.0,1.0,4.0,0.25,3.0,0.0,50000.0,500.0,8.0
340,1,150,10000.0,2.0,-587493334,0.0,6.0,1.0,4.0,0.4,3.0,0.0,50000.0,500.0,8.0
348,1,150,10000.0,2.0,-587059451,0.0,6.0,1.0,4.0,0.5,3.0,0.0,50000.0,500.0,8.0
356,1,150,10000.0,2.0,-586627223,0.0,6.0,1.0,4.0,0.6,3.0,0.0,50000.0,500.0,8.0
364,1,150,10000.0,2.0,-586188463,0.0,6.0,1.0,4.0,0.7,3.0,0.0,50000.0,500.0,8.0
372,1,150,10000.0,2.0,-585750324,0.0,6.0,1.0,4.0,0.8,3.0,0.0,50000.0,500.0,8.0
380,1,150,10000.0,2.0,-585312121,0.0,6.0,1.0,4.0,1.0,3.0,0.0,50000.0,500.0,8.0
388,1,150,10000.0,2.0,-584872355,0.0,6.0,1.0,8.0,0.1,3.0,0.0,50000.0,500.0,8.0
396,1,150,10000.0,2.0,-584444591,0.0,6.0,1.0,8.0,0.25,3.0,0.0,50000.0,500.0,8.0
404,1,150,10000.0,2.0,-584008244,0.0,6.0,1.0,8.0,0.4,3.0,0.0,50000.0,500.0,8.0
412,1,150,10000.0,2.0,-583572765,0.0,6.0,1.0,8.0,0.5,3.0,0.0,50000.0,500.0,8.0
420,1,150,10000.0,2.0,-583129363,0.0,6.0,1.0,8.0,0.6,3.0,0.0,50000.0,500.0,8.0
428,1,150,10000.0,2.0,-582691925,0.0,6.0,1.0,8.0,0.7,3.0,0.0,50000.0,500.0,8.0
436,1,150,10000.0,2.0,-582256872,0.0,6.0,1.0,8.0,0.8,3.0,0.0,50000.0,500.0,8.0
444,1,150,10000.0,2.0,-581806342,0.0,6.0,1.0,8.0,1.0,3.0,0.0,50000.0,500.0,8.0
452,1,150,10000.0,2.0,-581364965,0.0,6.0,1.0,16.0,0.1,3.0,0.0,50000.0,500.0,8.0
460,1,150,10000.0,2.0,-580937150,0.0,6.0,1.0,16.0,0.25,3.0,0.0,50000.0,500.0,8.0
468,1,150,10000.0,2.0,-580504497,0.0,6.0,1.0,16.0,0.4,3.0,0.0,50000.0,500.0,8.0
476,1,150,10000.0,2.0,-580065048,0.0,6.0,1.0,16.0,0.5,3.0,0.0,50000.0,500.0,8.0
484,1,150,10000.0,2.0,-579631175,0.0,6.0,1.0,16.0,0.6,3.0,0.0,50000.0,500.0,8.0
492,1,150,10000.0,2.0,-579192753,0.0,6.0,1.0,16.0,0.7,3.0,0.0,50000.0,500.0,8.0
500,1,150,10000.0,2.0,-578756744,0.0,6.0,1.0,16.0,0.8,3.0,0.0,50000.0,500.0,8.0
508,1,150,10000.0,2.0,-578318050,0.0,6.0,1.0,16.0,1.0,3.0,0.0,50000.0,500.0,8.0
516,1,150,10000.0,2.0,-577869719,0.0,6.0,2.0,0.0,0.1,3.0,0.0,50000.0,500.0,8.0
524,1,150,10000.0,2.0,-577435146,0.0,6.0,2.0,0.0,0.25,3.0,0.0,50000.0,500.0,8.0
532,1,150,10000.0,2.0,-576997818,0.0,6.0,2.0,0.0,0.4,3.0,0.0,50000.0,500.0,8.0
540,1,150,10000.0,2.0,-576559839,0.0,6.0,2.0,0.0,0.5,3.0,0.0,50000.0,500.0,8.0
548,1,150,10000.0,2.0,-576118647,0.0,6.0,2.0,0.0,0.6,3.0,0.0,50000.0,500.0,8.0
556,1,150,10000.0,2.0,-575677659,0.0,6.0,2.0,0.0,0.7,3.0,0.0,50000.0,500.0,8.0
564,1,150,10000.0,2.0,-575237973,0.0,6.0,2.0,0.0,0.8,3.0,0.0,50000.0,500.0,8.0
572,1,150,10000.0,2.0,-574794640,0.0,6.0,2.0,0.0,1.0,3.0,0.0,50000.0,500.0,8.0
580,1,150,10000.0,2.0,-574353776,0.0,6.0,2.0,0.25,0.1,3.0,0.0,50000.0,500.0,8.0
588,1,150,10000.0,2.0,-573929136,0.0,6.0,2.0,0.25,0.25,3.0,0.0,50000.0,500.0,8.0
596,1,150,10000.0,2.0,-573495213,0.0,6.0,2.0,0.25,0.4,3.0,0.0,50000.0,500.0,8.0
604,1,150,10000.0,2.0,-573056582,0.0,6.0,2.0,0.25,0.5,3.0,0.0,50000.0,500.0,8.0
612,1,150,10000.0,2.0,-572618605,0.0,6.0,2.0,0.25,0.6,3.0,0.0,50000.0,500.0,8.0
620,1,150,10000.0,2.0,-572180989,0.0,6.0,2.0,0.25,0.7,3.0,0.0,50000.0,500.0,8.0
628,1,150,10000.0,2.0,-571746508,0.0,6.0,2.0,0.25,0.8,3.0,0.0,50000.0,500.0,8.0
636,1,150,10000.0,2.0,-571307925,0.0,6.0,2.0,0.25,1.0,3.0,0.0,50000.0,500.0,8.0
644,1,150,10000.0,2.0,-570865198,0.0,6.0,2.0,0.5,0.1,3.0,0.0,50000.0,500.0,8.0
652,1,150,10000.0,2.0,-570427462,0.0,6.0,2.0,0.5,0.25,3.0,0.0,50000.0,500.0,8.0
660,1,150,10000.0,2.0,-569992610,0.0,6.0,2.0,0.5,0.4,3.0,0.0,50000.0,500.0,8.0
668,1,150,10000.0,2.0,-569565076,0.0,6.0,2.0,0.5,0.5,3.0,0.0,50000.0,500.0,8.0
676,1,150,10000.0,2.0,-569127650,0.0,6.0,2.0,0.5,0.6,3.0,0.0,50000.0,500.0,8.0
684,1,150,10000.0,2.0,-568687614,0.0,6.0,2.0,0.5,0.7,3.0,0.0,50000.0,500.0,8.0
692,1,150,10000.0,2.0,-568249080,0.0,6.0,2.0,0.5,0.8,3.0,0.0,50000.0,500.0,8.0
700,1,150,10000.0,2.0,-567809416,0.0,6.0,2.0,0.5,1.0,3.0,0.0,50000.0,500.0,8.0
708,1,150,10000.0,2.0,-567373329,0.0,6.0,2.0,1.0,0.1,3.0,0.0,50000.0,500.0,8.0
716,1,150,10000.0,2.0,-566939351,0.0,6.0,2.0,1.0,0.25,3.0,0.0,50000.0,500.0,8.0
724,1,150,10000.0,2.0,-566502318,0.0,6.0,2.0,1.0,0.4,3.0,0.0,50000.0,500.0,8.0
732,1,150,10000.0,2.0,-566064871,0.0,6.0,2.0,1.0,0.5,3.0,0.0,50000.0,500.0,8.0
740,1,150,10000.0,2.0,-565625090,0.0,6.0,2.0,1.0,0.6,3.0,0.0,50000.0,500.0,8.0
748,1,150,10000.0,2.0,-565180872,0.0,6.0,2.0,1.0,0.7,3.0,0.0,50000.0,500.0,8.0
