"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
323,1,150,10000.0,2.0,-588606098,0.0,6.0,1.0,4.0,0.1,2.0,0.0,50000.0,500.0,8.0
331,1,150,10000.0,2.0,-588160262,0.0,6.0,1.0,4.0,0.25,2.0,0.0,50000.0,500.0,8.0
339,1,150,10000.0,2.0,-587711020,0.0,6.0,1.0,4.0,0.4,2.0,0.0,50000.0,500.0,8.0
347,1,150,10000.0,2.0,-587256668,0.0,6.0,1.0,4.0,0.5,2.0,0.0,50000.0,500.0,8.0
355,1,150,10000.0,2.0,-586805930,0.0,6.0,1.0,4.0,0.6,2.0,0.0,50000.0,500.0,8.0
363,1,150,10000.0,2.0,-586356067,0.0,6.0,1.0,4.0,0.7,2.0,0.0,50000.0,500.0,8.0
371,1,150,10000.0,2.0,-585904068,0.0,6.0,1.0,4.0,0.8,2.0,0.0,50000.0,500.0,8.0
379,1,150,10000.0,2.0,-585454238,0.0,6.0,1.0,4.0,1.0,2.0,0.0,50000.0,500.0,8.0
387,1,150,10000.0,2.0,-585006686,0.0,6.0,1.0,8.0,0.1,2.0,0.0,50000.0,500.0,8.0
395,1,150,10000.0,2.0,-584561735,0.0,6.0,1.0,8.0,0.25,2.0,0.0,50000.0,500.0,8.0
403,1,150,10000.0,2.0,-584114868,0.0,6.0,1.0,8.0,0.4,2.0,0.0,50000.0,500.0,8.0
411,1,150,10000.0,2.0,-583667074,0.0,6.0,1.0,8.0,0.5,2.0,0.0,50000.0,500.0,8.0
419,1,150,10000.0,2.0,-583214965,0.0,6.0,1.0,8.0,0.6,2.0,0.0,50000.0,500.0,8.0
427,1,150,10000.0,2.0,-582763201,0.0,6.0,1.0,8.0,0.7,2.0,0.0,50000.0,500.0,8.0
435,1,150,10000.0,2.0,-582305616,0.0,6.0,1.0,8.0,0.8,2.0,0.0,50000.0,500.0,8.0
443,1,150,10000.0,2.0,-581852664,0.0,6.0,1.0,8.0,1.0,2.0,0.0,50000.0,500.0,8.0
451,1,150,10000.0,2.0,-581401551,0.0,6.0,1.0,16.0,0.1,2.0,0.0,50000.0,500.0,8.0
459,1,150,10000.0,2.0,-580954293,0.0,6.0,1.0,16.0,0.25,2.0,0.0,50000.0,500.0,8.0
467,1,150,10000.0,2.0,-580509383,0.0,6.0,1.0,16.0,0.4,2.0,0.0,50000.0,500.0,8.0
475,1,150,10000.0,2.0,-580065171,0.0,6.0,1.0,16.0,0.5,2.0,0.0,50000.0,500.0,8.0
483,1,150,10000.0,2.0,-579615208,0.0,6.0,1.0,16.0,0.6,2.0,0.0,50000.0,500.0,8.0
491,1,150,10000.0,2.0,-579163913,0.0,6.0,1.0,16.0,0.7,2.0,0.0,50000.0,500.0,8.0
499,1,150,10000.0,2.0,-578709204,0.0,6.0,1.0,16.0,0.8,2.0,0.0,50000.0,500.0,8.0
507,1,150,10000.0,2.0,-578257374,0.0,6.0,1.0,16.0,1.0,2.0,0.0,50000.0,500.0,8.0
515,1,150,10000.0,2.0,-577802197,0.0,6.0,2.0,0.0,0.1,2.0,0.0,50000.0,500.0,8.0
523,1,150,10000.0,2.0,-577354502,0.0,6.0,2.0,0.0,0.25,2.0,0.0,50000.0,500.0,8.0
531,1,150,10000.0,2.0,-576904794,0.0,6.0,2.0,0.0,0.4,2.0,0.0,50000.0,500.0,8.0
539,1,150,10000.0,2.0,-576456891,0.0,6.0,2.0,0.0,0.5,2.0,0.0,50000.0,500.0,8.0
547,1,150,10000.0,2.0,-576003402,0.0,6.0,2.0,0.0,0.6,2.0,0.0,50000.0,500.0,8.0
555,1,150,10000.0,2.0,-575551047,0.0,6.0,2.0,0.0,0.7,2.0,0.0,50000.0,500.0,8.0
563,1,150,10000.0,2.0,-575103778,0.0,6.0,2.0,0.0,0.8,2.0,0.0,50000.0,500.0,8.0
571,1,150,10000.0,2.0,-574652178,0.0,6.0,2.0,0.0,1.0,2.0,0.0,50000.0,500.0,8.0
579,1,150,10000.0,2.0,-574195979,0.0,6.0,2.0,0.25,0.1,2.0,0.0,50000.0,500.0,8.0
587,1,150,10000.0,2.0,-573755022,0.0,6.0,2.0,0.25,0.25,2.0,0.0,50000.0,500.0,8.0
595,1,150,10000.0,2.0,-573308368,0.0,6.0,2.0,0.25,0.4,2.0,0.0,50000.0,500.0,8.0
603,1,150,10000.0,2.0,-572860542,0.0,6.0,2.0,0.25,0.5,2.0,0.0,50000.0,500.0,8.0
611,1,150,10000.0,2.0,-572411773,0.0,6.0,2.0,0.25,0.6,2.0,0.0,50000.0,500.0,8.0
619,1,150,10000.0,2.0,-571964663,0.0,6.0,2.0,0.25,0.7,2.0,0.0,50000.0,500.0,8.0
627,1,150,10000.0,2.0,-571512385,0.0,6.0,2.0,0.25,0.8,2.0,0.0,50000.0,500.0,8.0
635,1,150,10000.0,2.0,-571059865,0.0,6.0,2.0,0.25,1.0,2.0,0.0,50000.0,500.0,8.0
643,1,150,10000.0,2.0,-570605249,0.0,6.0,2.0,0.5,0.1,2.0,0.0,50000.0,500.0,8.0
651,1,150,10000.0,2.0,-570155975,0.0,6.0,2.0,0.5,0.25,2.0,0.0,50000.0,500.0,8.0
659,1,150,10000.0,2.0,-569704650,0.0,6.0,2.0,0.5,0.4,2.0,0.0,50000.0,500.0,8.0
667,1,150,10000.0,2.0,-569254174,0.0,6.0,2.0,0.5,0.5,2.0,0.0,50000.0,500.0,8.0
675,1,150,10000.0,2.0,-568798979,0.0,6.0,2.0,0.5,0.6,2.0,0.0,50000.0,500.0,8.0
683,1,150,10000.0,2.0,-568347190,0.0,6.0,2.0,0.5,0.7,2.0,0.0,50000.0,500.0,8.0
691,1,150,10000.0,2.0,-567896265,0.0,6.0,2.0,0.5,0.8,2.0,0.0,50000.0,500.0,8.0
699,1,150,10000.0,2.0,-567446157,0.0,6.0,2.0,0.5,1.0,2.0,0.0,50000.0,500.0,8.0
707,1,150,10000.0,2.0,-566997888,0.0,6.0,2.0,1.0,0.1,2.0,0.0,50000.0,500.0,8.0
715,1,150,10000.0,2.0,-566549309,0.0,6.0,2.0,1.0,0.25,2.0,0.0,50000.0,500.0,8.0
723,1,150,10000.0,2.0,-566101817,0.0,6.0,2.0,1.0,0.4,2.0,0.0,50000.0,500.0,8.0
731,1,150,10000.0,2.0,-565655520,0.0,6.0,2.0,1.0,0.5,2.0,0.0,50000.0,500.0,8.0
