"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
318,1,150,10000.0,2.0,-588927606,0.0,6.0,1.0,2.0,1.0,5.0,0.0,50000.0,500.0,8.0
326,1,150,10000.0,2.0,-588494515,0.0,6.0,1.0,4.0,0.1,5.0,0.0,50000.0,500.0,8.0
334,1,150,10000.0,2.0,-588063596,0.0,6.0,1.0,4.0,0.25,5.0,0.0,50000.0,500.0,8.0
342,1,150,10000.0,2.0,-587630392,0.0,6.0,1.0,4.0,0.4,5.0,0.0,50000.0,500.0,8.0
350,1,150,10000.0,2.0,-587201484,0.0,6.0,1.0,4.0,0.5,5.0,0.0,50000.0,500.0,8.0
358,1,150,10000.0,2.0,-586770383,0.0,6.0,1.0,4.0,0.6,5.0,0.0,50000.0,500.0,8.0
366,1,150,10000.0,2.0,-586337494,0.0,6.0,1.0,4.0,0.7,5.0,0.0,50000.0,500.0,8.0
374,1,150,10000.0,2.0,-585898252,0.0,6.0,1.0,4.0,0.8,5.0,0.0,50000.0,500.0,8.0
382,1,150,10000.0,2.0,-585465833,0.0,6.0,1.0,4.0,1.0,5.0,0.0,50000.0,500.0,8.0
390,1,150,10000.0,2.0,-585031314,0.0,6.0,1.0,8.0,0.1,5.0,0.0,50000.0,500.0,8.0
398,1,150,10000.0,2.0,-584603398,0.0,6.0,1.0,8.0,0.25,5.0,0.0,50000.0,500.0,8.0
406,1,150,10000.0,2.0,-584168895,0.0,6.0,1.0,8.0,0.4,5.0,0.0,50000.0,500.0,8.0
414,1,150,10000.0,2.0,-583737080,0.0,6.0,1.0,8.0,0.5,5.0,0.0,50000.0,500.0,8.0
422,1,150,10000.0,2.0,-583297362,0.0,6.0,1.0,8.0,0.6,5.0,0.0,50000.0,500.0,8.0
430,1,150,10000.0,2.0,-582860911,0.0,6.0,1.0,8.0,0.7,5.0,0.0,50000.0,500.0,8.0
438,1,150,10000.0,2.0,-582422351,0.0,6.0,1.0,8.0,0.8,5.0,0.0,50000.0,500.0,8.0
446,1,150,10000.0,2.0,-581986200,0.0,6.0,1.0,8.0,1.0,5.0,0.0,50000.0,500.0,8.0
454,1,150,10000.0,2.0,-581554062,0.0,6.0,1.0,16.0,0.1,5.0,0.0,50000.0,500.0,8.0
462,1,150,10000.0,2.0,-581132733,0.0,6.0,1.0,16.0,0.25,5.0,0.0,50000.0,500.0,8.0
470,1,150,10000.0,2.0,-580696572,0.0,6.0,1.0,16.0,0.4,5.0,0.0,50000.0,500.0,8.0
478,1,150,10000.0,2.0,-580264859,0.0,6.0,1.0,16.0,0.5,5.0,0.0,50000.0,500.0,8.0
486,1,150,10000.0,2.0,-579827236,0.0,6.0,1.0,16.0,0.6,5.0,0.0,50000.0,500.0,8.0
494,1,150,10000.0,2.0,-579392552,0.0,6.0,1.0,16.0,0.7,5.0,0.0,50000.0,500.0,8.0
502,1,150,10000.0,2.0,-578958738,0.0,6.0,1.0,16.0,0.8,5.0,0.0,50000.0,500.0,8.0
510,1,150,10000.0,2.0,-578525872,0.0,6.0,1.0,16.0,1.0,5.0,0.0,50000.0,500.0,8.0
518,1,150,10000.0,2.0,-578084390,0.0,6.0,2.0,0.0,0.1,5.0,0.0,50000.0,500.0,8.0
526,1,150,10000.0,2.0,-577648942,0.0,6.0,2.0,0.0,0.25,5.0,0.0,50000.0,500.0,8.0
534,1,150,10000.0,2.0,-577210776,0.0,6.0,2.0,0.0,0.4,5.0,0.0,50000.0,500.0,8.0
542,1,150,10000.0,2.0,-576777875,0.0,6.0,2.0,0.0,0.5,5.0,0.0,50000.0,500.0,8.0
550,1,150,10000.0,2.0,-576344115,0.0,6.0,2.0,0.0,0.6,5.0,0.0,50000.0,500.0,8.0
558,1,150,10000.0,2.0,-575906230,0.0,6.0,2.0,0.0,0.7,5.0,0.0,50000.0,500.0,8.0
566,1,150,10000.0,2.0,-575471066,0.0,6.0,2.0,0.0,0.8,5.0,0.0,50000.0,500.0,8.0
574,1,150,10000.0,2.0,-575036015,0.0,6.0,2.0,0.0,1.0,5.0,0.0,50000.0,500.0,8.0
582,1,150,10000.0,2.0,-574598938,0.0,6.0,2.0,0.25,0.1,5.0,0.0,50000.0,500.0,8.0
590,1,150,10000.0,2.0,-574168009,0.0,6.0,2.0,0.25,0.25,5.0,0.0,50000.0,500.0,8.0
598,1,150,10000.0,2.0,-573737165,0.0,6.0,2.0,0.25,0.4,5.0,0.0,50000.0,500.0,8.0
606,1,150,10000.0,2.0,-573299255,0.0,6.0,2.0,0.25,0.5,5.0,0.0,50000.0,500.0,8.0
614,1,150,10000.0,2.0,-572865076,0.0,6.0,2.0,0.25,0.6,5.0,0.0,50000.0,500.0,8.0
622,1,150,10000.0,2.0,-572433238,0.0,6.0,2.0,0.25,0.7,5.0,0.0,50000.0,500.0,8.0
630,1,150,10000.0,2.0,-571998719,0.0,6.0,2.0,0.25,0.8,5.0,0.0,50000.0,500.0,8.0
638,1,150,10000.0,2.0,-571569054,0.0,6.0,2.0,0.25,1.0,5.0,0.0,50000.0,500.0,8.0
646,1,150,10000.0,2.0,-571133902,0.0,6.0,2.0,0.5,0.1,5.0,0.0,50000.0,500.0,8.0
654,1,150,10000.0,2.0,-570699636,0.0,6.0,2.0,0.5,0.25,5.0,0.0,50000.0,500.0,8.0
662,1,150,10000.0,2.0,-570269154,0.0,6.0,2.0,0.5,0.4,5.0,0.0,50000.0,500.0,8.0
670,1,150,10000.0,2.0,-569839006,0.0,6.0,2.0,0.5,0.5,5.0,0.0,50000.0,500.0,8.0
678,1,150,10000.0,2.0,-569403794,0.0,6.0,2.0,0.5,0.6,5.0,0.0,50000.0,500.0,8.0
686,1,150,10000.0,2.0,-568969287,0.0,6.0,2.0,0.5,0.7,5.0,0.0,50000.0,500.0,8.0
694,1,150,10000.0,2.0,-568534043,0.0,6.0,2.0,0.5,0.8,5.0,0.0,50000.0,500.0,8.0
702,1,150,10000.0,2.0,-568095003,0.0,6.0,2.0,0.5,1.0,5.0,0.0,50000.0,500.0,8.0
710,1,150,10000.0,2.0,-567661076,0.0,6.0,2.0,1.0,0.1,5.0,0.0,50000.0,500.0,8.0
718,1,150,10000.0,2.0,-567232213,0.0,6.0,2.0,1.0,0.25,5.0,0.0,50000.0,500.0,8.0
726,1,150,10000.0,2.0,-566798419,0.0,6.0,2.0,1.0,0.4,5.0,0.0,50000.0,500.0,8.0
734,1,150,10000.0,2.0,-566363713,0.0,6.0,2.0,1.0,0.5,5.0,0.0,50000.0,500.0,8.0
742,1,150,10000.0,2.0,-565928923,0.0,6.0,2.0,1.0,0.6,5.0,0.0,50000.0,500.0,8.0
750,1,150,10000.0,2.0,-565498819,0.0,6.0,2.0,1.0,0.7,5.0,0.0,50000.0,500.0,8.0
