"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
143,1,150,10000.0,2.0,-598740715,0.0,6.0,1.0,0.5,0.25,6.0,0.0,50000.0,500.0,8.0
151,1,150,10000.0,2.0,-598325593,0.0,6.0,1.0,0.5,0.4,6.0,0.0,50000.0,500.0,8.0
159,1,150,10000.0,2.0,-597908480,0.0,6.0,1.0,0.5,0.5,6.0,0.0,50000.0,500.0,8.0
167,1,150,10000.0,2.0,-597492232,0.0,6.0,1.0,0.5,0.6,6.0,0.0,50000.0,500.0,8.0
175,1,150,10000.0,2.0,-597071954,0.0,6.0,1.0,0.5,0.7,6.0,0.0,50000.0,500.0,8.0
183,1,150,10000.0,2.0,-596656910,0.0,6.0,1.0,0.5,0.8,6.0,0.0,50000.0,500.0,8.0
191,1,150,10000.0,2.0,-596234876,0.0,6.0,1.0,0.5,1.0,6.0,0.0,50000.0,500.0,8.0
199,1,150,10000.0,2.0,-595816025,0.0,6.0,1.0,1.0,0.1,6.0,0.0,50000.0,500.0,8.0
207,1,150,10000.0,2.0,-595406694,0.0,6.0,1.0,1.0,0.25,6.0,0.0,50000.0,500.0,8.0
215,1,150,10000.0,2.0,-594993775,0.0,6.0,1.0,1.0,0.4,6.0,0.0,50000.0,500.0,8.0
223,1,150,10000.0,2.0,-594581447,0.0,6.0,1.0,1.0,0.5,6.0,0.0,50000.0,500.0,8.0
231,1,150,10000.0,2.0,-594166024,0.0,6.0,1.0,1.0,0.6,6.0,0.0,50000.0,500.0,8.0
239,1,150,10000.0,2.0,-593746013,0.0,6.0,1.0,1.0,0.7,6.0,0.0,50000.0,500.0,8.0
247,1,150,10000.0,2.0,-593326306,0.0,6.0,1.0,1.0,0.8,6.0,0.0,50000.0,500.0,8.0
255,1,150,10000.0,2.0,-592907957,0.0,6.0,1.0,1.0,1.0,6.0,0.0,50000.0,500.0,8.0
263,1,150,10000.0,2.0,-592491682,0.0,6.0,1.0,2.0,0.1,6.0,0.0,50000.0,500.0,8.0
271,1,150,10000.0,2.0,-592078138,0.0,6.0,1.0,2.0,0.25,6.0,0.0,50000.0,500.0,8.0
279,1,150,10000.0,2.0,-591660822,0.0,6.0,1.0,2.0,0.4,6.0,0.0,50000.0,500.0,8.0
287,1,150,10000.0,2.0,-591246097,0.0,6.0,1.0,2.0,0.5,6.0,0.0,50000.0,500.0,8.0
295,1,150,10000.0,2.0,-590828188,0.0,6.0,1.0,2.0,0.6,6.0,0.0,50000.0,500.0,8.0
303,1,150,10000.0,2.0,-590412636,0.0,6.0,1.0,2.0,0.7,6.0,0.0,50000.0,500.0,8.0
311,1,150,10000.0,2.0,-589992763,0.0,6.0,1.0,2.0,0.8,6.0,0.0,50000.0,500.0,8.0
319,1,150,10000.0,2.0,-589571327,0.0,6.0,1.0,2.0,1.0,6.0,0.0,50000.0,500.0,8.0
327,1,150,10000.0,2.0,-589146075,0.0,6.0,1.0,4.0,0.1,6.0,0.0,50000.0,500.0,8.0
335,1,150,10000.0,2.0,-588730178,0.0,6.0,1.0,4.0,0.25,6.0,0.0,50000.0,500.0,8.0
343,1,150,10000.0,2.0,-588317690,0.0,6.0,1.0,4.0,0.4,6.0,0.0,50000.0,500.0,8.0
351,1,150,10000.0,2.0,-587902118,0.0,6.0,1.0,4.0,0.5,6.0,0.0,50000.0,500.0,8.0
359,1,150,10000.0,2.0,-587483825,0.0,6.0,1.0,4.0,0.6,6.0,0.0,50000.0,500.0,8.0
367,1,150,10000.0,2.0,-587068361,0.0,6.0,1.0,4.0,0.7,6.0,0.0,50000.0,500.0,8.0
375,1,150,10000.0,2.0,-586647437,0.0,6.0,1.0,4.0,0.8,6.0,0.0,50000.0,500.0,8.0
383,1,150,10000.0,2.0,-586226396,0.0,6.0,1.0,4.0,1.0,6.0,0.0,50000.0,500.0,8.0
391,1,150,10000.0,2.0,-585806981,0.0,6.0,1.0,8.0,0.1,6.0,0.0,50000.0,500.0,8.0
399,1,150,10000.0,2.0,-585399143,0.0,6.0,1.0,8.0,0.25,6.0,0.0,50000.0,500.0,8.0
407,1,150,10000.0,2.0,-584983038,0.0,6.0,1.0,8.0,0.4,6.0,0.0,50000.0,500.0,8.0
415,1,150,10000.0,2.0,-584567059,0.0,6.0,1.0,8.0,0.5,6.0,0.0,50000.0,500.0,8.0
423,1,150,10000.0,2.0,-584142965,0.0,6.0,1.0,8.0,0.6,6.0,0.0,50000.0,500.0,8.0
431,1,150,10000.0,2.0,-583727762,0.0,6.0,1.0,8.0,0.7,6.0,0.0,50000.0,500.0,8.0
439,1,150,10000.0,2.0,-583309395,0.0,6.0,1.0,8.0,0.8,6.0,0.0,50000.0,500.0,8.0
447,1,150,10000.0,2.0,-582892675,0.0,6.0,1.0,8.0,1.0,6.0,0.0,50000.0,500.0,8.0
455,1,150,10000.0,2.0,-582471315,0.0,6.0,1.0,16.0,0.1,6.0,0.0,50000.0,500.0,8.0
463,1,150,10000.0,2.0,-582056057,0.0,6.0,1.0,16.0,0.25,6.0,0.0,50000.0,500.0,8.0
471,1,150,10000.0,2.0,-581637441,0.0,6.0,1.0,16.0,0.4,6.0,0.0,50000.0,500.0,8.0
479,1,150,10000.0,2.0,-581221552,0.0,6.0,1.0,16.0,0.5,6.0,0.0,50000.0,500.0,8.0
487,1,150,10000.0,2.0,-580803689,0.0,6.0,1.0,16.0,0.6,6.0,0.0,50000.0,500.0,8.0
495,1,150,10000.0,2.0,-580388416,0.0,6.0,1.0,16.0,0.7,6.0,0.0,50000.0,500.0,8.0
503,1,150,10000.0,2.0,-579970829,0.0,6.0,1.0,16.0,0.8,6.0,0.0,50000.0,500.0,8.0
511,1,150,10000.0,2.0,-579550812,0.0,6.0,1.0,16.0,1.0,6.0,0.0,50000.0,500.0,8.0
519,1,150,10000.0,2.0,-579137072,0.0,6.0,2.0,0.0,0.1,6.0,0.0,50000.0,500.0,8.0
527,1,150,10000.0,2.0,-578725195,0.0,6.0,2.0,0.0,0.25,6.0,0.0,50000.0,500.0,8.0
535,1,150,10000.0,2.0,-578316097,0.0,6.0,2.0,0.0,0.4,6.0,0.0,50000.0,500.0,8.0
543,1,150,10000.0,2.0,-577897376,0.0,6.0,2.0,0.0,0.5,6.0,0.0,50000.0,500.0,8.0
551,1,150,10000.0,2.0,-577480027,0.0,6.0,2.0,0.0,0.6,6.0,0.0,50000.0,500.0,8.0
559,1,150,10000.0,2.0,-577061486,0.0,6.0,2.0,0.0,0.7,6.0,0.0,50000.0,500.0,8.0
567,1,150,10000.0,2.0,-576645109,0.0,6.0,2.0,0.0,0.8,6.0,0.0,50000.0,500.0,8.0
575,1,150,10000.0,2.0,-576226700,0.0,6.0,2.0,0.0,1.0,6.0,0.0,50000.0,500.0,8.0
583,1,150,10000.0,2.0,-575808634,0.0,6.0,2.0,0.25,0.1,6.0,0.0,50000.0,500.0,8.0
591,1,150,10000.0,2.0,-575394493,0.0,6.0,2.0,0.25,0.25,6.0,0.0,50000.0,500.0,8.0
599,1,150,10000.0,2.0,-574978512,0.0,6.0,2.0,0.25,0.4,6.0,0.0,50000.0,500.0,8.0
607,1,150,10000.0,2.0,-574563461,0.0,6.0,2.0,0.25,0.5,6.0,0.0,50000.0,500.0,8.0
615,1,150,10000.0,2.0,-574146513,0.0,6.0,2.0,0.25,0.6,6.0,0.0,50000.0,500.0,8.0
623,1,150,10000.0,2.0,-573736711,0.0,6.0,2.0,0.25,0.7,6.0,0.0,50000.0,500.0,8.0
631,1,150,10000.0,2.0,-573316354,0.0,6.0,2.0,0.25,0.8,6.0,0.0,50000.0,500.0,8.0
639,1,150,10000.0,2.0,-572900148,0.0,6.0,2.0,0.25,1.0,6.0,0.0,50000.0,500.0,8.0
647,1,150,10000.0,2.0,-572486670,0.0,6.0,2.0,0.5,0.1,6.0,0.0,50000.0,500.0,8.0
655,1,150,10000.0,2.0,-572068335,0.0,6.0,2.0,0.5,0.25,6.0,0.0,50000.0,500.0,8.0
663,1,150,10000.0,2.0,-571655538,0.0,6.0,2.0,0.5,0.4,6.0,0.0,50000.0,500.0,8.0
671,1,150,10000.0,2.0,-571242427,0.0,6.0,2.0,0.5,0.5,6.0,0.0,50000.0,500.0,8.0
679,1,150,10000.0,2.0,-570820043,0.0,6.0,2.0,0.5,0.6,6.0,0.0,50000.0,500.0,8.0
687,1,150,10000.0,2.0,-570400943,0.0,6.0,2.0,0.5,0.7,6.0,0.0,50000.0,500.0,8.0
695,1,150,10000.0,2.0,-569979607,0.0,6.0,2.0,0.5,0.8,6.0,0.0,50000.0,500.0,8.0
703,1,150,10000.0,2.0,-569563613,0.0,6.0,2.0,0.5,1.0,6.0,0.0,50000.0,500.0,8.0
711,1,150,10000.0,2.0,-569140868,0.0,6.0,2.0,1.0,0.1,6.0,0.0,50000.0,500.0,8.0
719,1,150,10000.0,2.0,-568729304,0.0,6.0,2.0,1.0,0.25,6.0,0.0,50000.0,500.0,8.0
727,1,150,10000.0,2.0,-568306090,0.0,6.0,2.0,1.0,0.4,6.0,0.0,50000.0,500.0,8.0
735,1,150,10000.0,2.0,-567888160,0.0,6.0,2.0,1.0,0.5,6.0,0.0,50000.0,500.0,8.0
743,1,150,10000.0,2.0,-567474313,0.0,6.0,2.0,1.0,0.6,6.0,0.0,50000.0,500.0,8.0
751,1,150,10000.0,2.0,-567059419,0.0,6.0,2.0,1.0,0.7,6.0,0.0,50000.0,500.0,8.0
759,1,150,10000.0,2.0,-566642313,0.0,6.0,2.0,1.0,0.8,6.0,0.0,50000.0,500.0,8.0
767,1,150,10000.0,2.0,-566220308,0.0,6.0,2.0,1.0,1.0,6.0,0.0,50000.0,500.0,8.0
775,1,150,10000.0,2.0,-565802923,0.0,6.0,2.0,2.0,0.1,6.0,0.0,50000.0,500.0,8.0
783,1,150,10000.0,2.0,-565382785,0.0,6.0,2.0,2.0,0.25,6.0,0.0,50000.0,500.0,8.0
