"Labor","X","Y","run"
0,135.90607839817181,31.99011997167021,8
0,34.711682661771775,173.83188238674774,8
0,63.46362943563611,294.892600363642,8
0,78.4891018826142,155.06149812240153,8
0,287.0498894608766,260.60406305613,8
0,198.2284432745725,119.48613022012637,8
0,268.9478289229237,84.7942454976961,8
0,225.12645553829148,33.043360408730805,8
0,112.984225459788,118.97102838080377,8
0,84.16723211938515,276.5112016428076,8
0,226.61015488239005,67.25509667742998,8
0,158.48757213039323,33.63905166262761,8
0,303.08545192182066,224.42141571905464,8
0,28.97128175340593,291.7046304811351,8
0,140.34290959307924,104.03504481453449,8
0,170.7608576904051,206.48299613283947,8
0,216.64060948928818,88.06580466954037,8
0,175.6490711404942,136.4189939828962,8
0,184.28039325647055,261.34499809769915,8
0,262.33746086591856,102.524650975205,8
0,174.6337535961531,242.05781927008184,8
0,101.84507023829967,276.4599472604506,8
0,249.39555265275763,155.39752394763752,8
0,70.89874570837245,33.895077705252916,8
0,207.55177884656936,34.397502804510296,8
0,259.59387707216666,138.63926216116175,8
0,208.72199909683317,70.02552557943389,8
0,205.9393364523165,136.06791323836893,8
0,157.4205618371442,172.45490339240058,8
0,175.5924333048053,175.3278454218991,8
0,147.34141506792977,158.74323632486164,8
0,113.99047346359119,259.85600284645335,8
0,276.82983264548704,135.92619612807408,8
0,267.01524599691857,123.07156160265208,8
0,162.39571988020091,122.0004383416474,8
0,123.2822784909606,104.24990792300552,8
0,275.77118010435254,205.45959799099714,8
0,105.46284081794322,239.82868134511637,8
0,243.6642084969394,207.70450865585357,8
0,182.81118746347724,226.84574795871973,8
0,266.72842093467716,154.24945009231567,8
0,136.99499360512942,207.6808690430224,8
0,129.7923158235848,153.40441529463976,8
0,149.58003559781238,261.7292510384694,8
0,67.23827353419736,141.28068526409567,8
0,302.23727159844714,14.49293632728979,8
0,113.18083446511999,85.18195990184321,8
0,113.04763363387436,190.91912379626186,8
0,59.201705810036515,50.53989637646824,8
0,52.01113252205774,170.46694336393847,8
0,161.89733000095933,227.3578144692257,8
0,54.78983567705378,243.54862248666586,8
0,44.625822997372595,297.0852257167548,8
0,62.11409143580124,155.49361171491444,8
0,225.23114502973854,105.47756602948532,8
0,214.1254102527164,51.382283564228565,8
0,301.02151266662406,50.69345627496019,8
0,101.06982924610377,70.92752986095846,8
0,240.10753816647457,140.66177202429623,8
0,268.2656323868223,258.73602680694313,8
0,233.95083404162898,16.387377971485257,8
0,258.4864828784019,275.4000701400265,8
0,148.8229162746854,122.06298777299003,8
0,59.60004803573713,224.86777326636016,8
0,129.59422190682963,84.05706390310078,8
0,223.3000738679804,172.9082550441846,8
0,157.40343564480543,106.84840796057135,8
0,41.62164424844086,15.481090143490583,8
0,252.27514809729533,292.17492038901895,8
0,147.85384036999196,88.77456207098439,8
0,122.7788306779787,35.68909392632544,8
0,105.31323425106704,139.89585838740692,8
0,243.06856633305551,244.05993316045033,8
0,19.97887910500169,69.95477741325274,8
0,52.856977005992086,101.8143047337234,8
0,52.33968386197463,36.455017805900425,8
0,78.4526700620167,19.50559138569981,8
0,218.40957311540842,123.53948625620455,8
0,18.827267077919096,171.8321629518643,8
0,127.59056409783662,292.81738650571555,8
0,292.35620693868026,274.6787139069103,8
0,287.288742058184,156.91546059317886,8
0,209.40512100901455,244.59854502139615,8
0,63.03655779257417,257.55440681213514,8
0,197.10375889094547,225.2882657678239,8
0,269.43381923487414,222.46139296222478,8
0,146.2268577528,191.86763668244706,8
0,241.3949967194535,69.54467645308003,8
0,121.97634653771297,172.89912176486104,8
0,293.45224422780797,239.74352281123402,8
0,19.088879434093833,140.4469485440664,8
0,226.42745840301737,243.7269910597429,8
0,101.17032964535058,207.10633146218956,8
0,174.81677544843404,275.59916135238484,8
0,191.15787472667174,206.8498192789592,8
0,110.83890285894275,155.55506142519414,8
0,179.52789369145407,18.69294870428741,8
0,17.181171707045287,101.47374573497102,8
0,26.474559139944613,118.76968416735531,8
