"Labor","Stelae","TermD","X","Y","run"
0,1320,947,88.46568351145834,168.7127352342941,1
0,1312,940,231.01859516464174,98.88736275024712,1
0,1368,950,205.46339434804395,125.56350079830736,1
0,1335,946,171.54612974263728,99.94096588343382,1
0,1354,947,21.601252490654588,69.72263607895002,1
0,1407,951,205.1158946705982,12.63102248776704,1
0,1418,994,246.06002948712558,195.80527592916042,1
0,1361,954,102.73338475963101,30.35017184447497,1
0,1429,972,242.68336489330977,69.84539952827618,1
0,1398,952,220.67377011990175,84.59588745608926,1
0,1356,945,160.8200761838816,194.2435783566907,1
0,1333,956,61.07025750679895,159.4432968995534,1
0,1428,984,8.064636844210327,184.92829985916615,1
0,1423,975,164.34757102979347,220.83061438752338,1
0,1441,956,59.488403785508126,46.003625728189945,1
0,1337,943,15.426514321006835,210.62909660395235,1
0,1324,945,228.89400803251192,162.4259829404764,1
0,1425,1004,216.35267726378515,243.6654936755076,1
0,1388,949,121.37546011945233,235.91313912766054,1
0,1350,949,40.8247901359573,40.76564247952774,1
0,1381,953,73.11644771834835,82.17570156557485,1
0,1325,950,17.987506580539048,204.61871236329898,1
0,1406,951,185.21969072753564,224.32244126684964,1
0,1335,945,133.43856390565634,75.59073710581288,1
0,1347,953,209.95065808529034,180.5090628331527,1
0,1340,949,47.957976639736444,98.46027719322592,1
0,1389,950,193.86631291126832,145.91065829154104,1
0,1430,972,220.89033288648352,217.41096052573994,1
0,1412,955,246.1913555744104,237.8401046153158,1
0,1354,947,17.362438375130296,122.0971422153525,1
0,1317,950,104.57067785318941,207.2535145562142,1
0,1355,946,16.529755317606032,184.17534412583336,1
0,1429,948,157.46266138739884,222.34098700573668,1
0,1404,952,244.9305605259724,175.403835659381,1
0,1404,952,69.11689467960969,36.38104646233842,1
0,1387,977,11.59468706464395,175.8672072319314,1
0,1394,976,228.76688675023615,241.49424472125247,1
0,1397,951,167.80397243564948,9.045410784892738,1
0,1326,961,27.44807692943141,206.77076041465625,1
0,1350,949,26.758728607092053,219.5698472787626,1
0,1313,948,123.43687482643872,208.3915050025098,1
0,1316,946,180.7357845827937,234.28459814749658,1
0,1380,969,122.4071251344867,145.6904360675253,1
0,1344,947,207.570948114153,151.99398779077455,1
0,1405,956,37.57217136444524,222.45915309758857,1
0,1321,947,222.58457250427455,192.80250056181103,1
0,1371,948,71.58842001808807,177.1842395537533,1
0,902,1043,204.9798482330516,69.33206965913996,1
0,1377,950,97.71405474748462,73.02541605895385,1
0,1386,949,214.94780079228804,208.73456785921007,1
0,1391,948,75.56586334249005,207.36213494092226,1
0,1389,947,180.8136107865721,103.76572102541104,1
0,1393,975,211.1280933022499,112.78259893879294,1
0,1408,949,112.28397733066231,184.1413711081259,1
0,1455,953,177.33564495574683,122.88396706571802,1
0,1364,949,119.71391009865329,155.69607698125765,1
0,1377,950,129.76129626622424,224.6258626691997,1
0,1369,953,27.25634363014251,123.48688230849802,1
0,1363,947,143.84723122930154,21.776035835500807,1
0,1459,976,127.2768298513256,58.117754582781345,1
0,1444,969,152.41357905324548,150.10661882115528,1
0,1400,950,246.93674012087286,176.01705418201163,1
0,1359,950,144.19786806683987,89.01458396576345,1
34,990,1043,205.81028528977185,70.35734347300604,1
0,1381,970,217.70514483796433,208.53322569746524,1
0,1346,951,14.416282123420388,27.85124018555507,1
0,1353,948,128.6481220740825,121.2318308535032,1
0,1377,955,55.53773749852553,45.30296160373837,1
0,1371,947,37.9297913168557,133.94556287676096,1
0,1373,948,24.84378678491339,53.61357145011425,1
0,1428,978,237.41293046623468,215.58449504664168,1
0,1377,945,213.54628453264013,30.642095720395446,1
0,1334,949,5.545882799196988,130.5398473632522,1
0,1374,949,44.97645882656798,81.07271429616958,1
0,1423,959,129.91921603679657,98.02602825220674,1
0,1450,970,217.10300841368735,104.33625621953979,1
0,1401,958,3.0066173640079796,69.69677860615775,1
0,1385,974,68.09712300309911,172.23614535760134,1
0,1403,998,232.644954463467,218.79722911398858,1
0,1425,976,188.1777027156204,105.79665953991935,1
0,1360,948,29.57810222869739,142.4657857278362,1
0,1425,961,123.80215397570282,84.81823862530291,1
0,1378,955,83.7602955289185,142.81721448060125,1
0,1379,950,32.736620923969895,97.48367447173223,1
0,1355,944,158.06358121335506,61.57953914953396,1
0,1485,996,75.78667486086488,67.97492475016043,1
0,1409,960,141.98078075423837,143.87289725709707,1
0,1350,944,225.29946983559057,156.68941609328613,1
0,1408,952,233.69628784712404,43.275940348394215,1
0,1316,949,173.8874702132307,37.89887751918286,1
0,1343,947,243.05290507618338,10.627643088810146,1
0,1383,955,57.45398689759895,190.7901359954849,1
0,1322,950,110.93718698248267,69.82212368166074,1
0,1351,945,194.61169256828725,127.52414942951873,1
0,1401,956,249.28405124228448,68.39339778525755,1
0,1338,948,95.9273255430162,48.13465679762885,1
0,1417,975,79.37890529865399,170.47876393189654,1
0,1420,950,240.96035497495905,3.7747662281617522,1
0,1414,952,50.41496007470414,65.92657032888383,1
0,1393,951,67.7456179400906,110.60594802256674,1
0,1334,946,238.47351397853345,201.65376062504947,1
0,1373,950,122.96853523002937,218.65410945611075,1
0,1383,963,137.54167075967416,33.10429526027292,1
0,1294,938,117.68907908117399,2.3354669683612883,1
0,1387,951,136.7218989180401,159.55876657972112,1
0,1434,960,50.36066717002541,96.16719180485234,1
0,1315,946,43.6266278848052,57.615162746515125,1
0,1330,948,12.380492524243891,115.667307167314,1
0,1334,946,151.06031816685572,249.70742751611397,1
0,1389,966,135.6631488306448,234.95182796614245,1
0,1432,954,230.19573203055188,249.68845542753115,1
0,1404,998,2.16251437086612,197.45576719287783,1
0,1404,953,200.19395143026486,40.19395151408389,1
0,1343,945,200.54600067669526,29.998737561982125,1
0,1357,945,83.20211613317952,23.88289093505591,1
0,1377,965,128.95668169949204,47.888405446428806,1
0,1445,956,149.81812553014606,48.21741604246199,1
0,1509,1023,35.69924406474456,64.61443094303831,1
0,1365,944,247.4204864120111,245.82047649892047,1
0,1376,946,182.70603043492883,205.58400184381753,1
0,1320,947,88.46568351145834,168.7127352342941,1
0,1312,940,231.01859516464174,98.88736275024712,1
0,1368,950,205.46339434804395,125.56350079830736,1
0,1335,946,171.54612974263728,99.94096588343382,1
0,1354,947,21.601252490654588,69.72263607895002,1
0,1407,951,205.1158946705982,12.63102248776704,1
0,1418,994,246.06002948712558,195.80527592916042,1
0,1361,954,102.73338475963101,30.35017184447497,1
0,1429,972,242.68336489330977,69.84539952827618,1
0,1398,952,220.67377011990175,84.59588745608926,1
0,1356,945,160.8200761838816,194.2435783566907,1
0,1333,956,61.07025750679895,159.4432968995534,1
0,1428,984,8.064636844210327,184.92829985916615,1
0,1423,975,164.34757102979347,220.83061438752338,1
0,1441,956,59.488403785508126,46.003625728189945,1
0,1337,943,15.426514321006835,210.62909660395235,1
0,1324,945,228.89400803251192,162.4259829404764,1
0,1425,1004,216.35267726378515,243.6654936755076,1
0,1388,949,121.37546011945233,235.91313912766054,1
0,1350,949,40.8247901359573,40.76564247952774,1
0,1381,953,73.11644771834835,82.17570156557485,1
0,1325,950,17.987506580539048,204.61871236329898,1
0,1406,951,185.21969072753564,224.32244126684964,1
0,1335,945,133.43856390565634,75.59073710581288,1
0,1347,953,209.95065808529034,180.5090628331527,1
0,1340,949,47.957976639736444,98.46027719322592,1
0,1389,950,193.86631291126832,145.91065829154104,1
0,1430,972,220.89033288648352,217.41096052573994,1
0,1412,955,246.1913555744104,237.8401046153158,1
0,1354,947,17.362438375130296,122.0971422153525,1
0,1317,950,104.57067785318941,207.2535145562142,1
0,1355,946,16.529755317606032,184.17534412583336,1
0,1429,948,157.46266138739884,222.34098700573668,1
0,1404,952,244.9305605259724,175.403835659381,1
0,1404,952,69.11689467960969,36.38104646233842,1
0,1387,977,11.59468706464395,175.8672072319314,1
0,1394,976,228.76688675023615,241.49424472125247,1
0,1397,951,167.80397243564948,9.045410784892738,1
0,1326,961,27.44807692943141,206.77076041465625,1
0,1350,949,26.758728607092053,219.5698472787626,1
0,1313,948,123.43687482643872,208.3915050025098,1
0,1316,946,180.7357845827937,234.28459814749658,1
0,1380,969,122.4071251344867,145.6904360675253,1
0,1344,947,207.570948114153,151.99398779077455,1
0,1405,956,37.57217136444524,222.45915309758857,1
0,1321,947,222.58457250427455,192.80250056181103,1
0,1371,948,71.58842001808807,177.1842395537533,1
34,902,1043,204.9798482330516,69.33206965913996,1
0,1377,950,97.71405474748462,73.02541605895385,1
0,1386,949,214.94780079228804,208.73456785921007,1
0,1391,948,75.56586334249005,207.36213494092226,1
0,1389,947,180.8136107865721,103.76572102541104,1
0,1393,975,211.1280933022499,112.78259893879294,1
0,1408,949,112.28397733066231,184.1413711081259,1
0,1455,953,177.33564495574683,122.88396706571802,1
0,1364,949,119.71391009865329,155.69607698125765,1
0,1377,950,129.76129626622424,224.6258626691997,1
0,1369,953,27.25634363014251,123.48688230849802,1
0,1363,947,143.84723122930154,21.776035835500807,1
0,1459,976,127.2768298513256,58.117754582781345,1
0,1444,969,152.41357905324548,150.10661882115528,1
0,1400,950,246.93674012087286,176.01705418201163,1
0,1359,950,144.19786806683987,89.01458396576345,1
0,990,1043,205.81028528977185,70.35734347300604,1
0,1381,970,217.70514483796433,208.53322569746524,1
0,1346,951,14.416282123420388,27.85124018555507,1
0,1353,948,128.6481220740825,121.2318308535032,1
0,1377,955,55.53773749852553,45.30296160373837,1
0,1371,947,37.9297913168557,133.94556287676096,1
0,1373,948,24.84378678491339,53.61357145011425,1
0,1428,978,237.41293046623468,215.58449504664168,1
0,1377,945,213.54628453264013,30.642095720395446,1
0,1334,949,5.545882799196988,130.5398473632522,1
0,1374,949,44.97645882656798,81.07271429616958,1
0,1423,959,129.91921603679657,98.02602825220674,1
0,1450,970,217.10300841368735,104.33625621953979,1
0,1401,958,3.0066173640079796,69.69677860615775,1
0,1385,974,68.09712300309911,172.23614535760134,1
0,1403,998,232.644954463467,218.79722911398858,1
0,1425,976,188.1777027156204,105.79665953991935,1
0,1360,948,29.57810222869739,142.4657857278362,1
0,1425,961,123.80215397570282,84.81823862530291,1
0,1378,955,83.7602955289185,142.81721448060125,1
0,1379,950,32.736620923969895,97.48367447173223,1
0,1355,944,158.06358121335506,61.57953914953396,1
0,1485,996,75.78667486086488,67.97492475016043,1
0,1409,960,141.98078075423837,143.87289725709707,1
0,1350,944,225.29946983559057,156.68941609328613,1
0,1408,952,233.69628784712404,43.275940348394215,1
0,1316,949,173.8874702132307,37.89887751918286,1
0,1343,947,243.05290507618338,10.627643088810146,1
0,1383,955,57.45398689759895,190.7901359954849,1
0,1322,950,110.93718698248267,69.82212368166074,1
0,1351,945,194.61169256828725,127.52414942951873,1
0,1401,956,249.28405124228448,68.39339778525755,1
0,1338,948,95.9273255430162,48.13465679762885,1
0,1417,975,79.37890529865399,170.47876393189654,1
0,1420,950,240.96035497495905,3.7747662281617522,1
0,1414,952,50.41496007470414,65.92657032888383,1
0,1393,951,67.7456179400906,110.60594802256674,1
0,1334,946,238.47351397853345,201.65376062504947,1
0,1373,950,122.96853523002937,218.65410945611075,1
0,1383,963,137.54167075967416,33.10429526027292,1
0,1294,938,117.68907908117399,2.3354669683612883,1
0,1387,951,136.7218989180401,159.55876657972112,1
0,1434,960,50.36066717002541,96.16719180485234,1
0,1315,946,43.6266278848052,57.615162746515125,1
0,1330,948,12.380492524243891,115.667307167314,1
0,1334,946,151.06031816685572,249.70742751611397,1
0,1389,966,135.6631488306448,234.95182796614245,1
0,1432,954,230.19573203055188,249.68845542753115,1
