"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","fecundityDecRate","trafficLongCoefficient","costMinFactor","fecundityReck","fecundityRegen","migrationDistanceThreshold","trafficShortCoefficient"
184,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,462729607,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
192,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,462743620,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
200,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,462758174,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
208,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,462774361,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
216,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.0,1.0,0.05,2.0,462790591,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
224,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,462808806,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
232,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,462821485,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
240,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,462835803,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
248,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.0,0.05,2.0,462851342,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
256,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,462869250,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
264,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,462881430,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
272,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,462895864,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
280,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,462911109,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
288,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.2,0.05,2.0,462928517,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
296,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,462945656,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
304,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,462954940,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
312,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,462971451,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
320,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.4,0.05,2.0,462986453,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
328,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,463003897,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
336,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,463015623,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
344,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,463032285,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
352,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,463049149,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
360,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.6,0.05,2.0,463066003,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
368,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,463083636,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
376,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,463093288,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
384,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,463109568,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
392,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,0.8,0.05,2.0,463126515,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
400,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,463141955,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
408,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,463155835,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
416,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,463170964,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
424,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,463186813,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
432,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.02,1.0,0.05,2.0,463203729,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
440,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,463220959,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
448,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,463231047,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
456,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,463245081,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
464,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.0,0.05,2.0,463261015,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
472,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,463277949,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
480,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,463290396,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
488,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,463306359,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
496,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,463320192,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
504,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.2,0.05,2.0,463338054,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
512,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,463355449,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
520,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,463365124,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
528,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,463381022,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
536,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.4,0.05,2.0,463396375,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
544,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,463413094,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
552,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,463427719,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
560,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,463443514,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
568,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,463458803,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
576,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.6,0.05,2.0,463474225,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
584,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,463491391,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
592,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,463500992,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
600,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,463516560,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
608,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,0.8,0.05,2.0,463533703,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
616,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,463549437,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
624,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,463565191,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
632,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,463580705,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
640,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,463594587,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
648,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.04,1.0,0.05,2.0,463611373,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
656,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,463627922,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
664,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,463636608,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
672,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,463652339,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
680,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.0,0.05,2.0,463668142,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
688,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,463682976,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
696,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,463698723,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
704,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,463711816,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
712,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,463726421,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
720,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.2,0.05,2.0,463742720,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
728,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,463759385,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
736,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,463768949,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
744,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,463783346,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
752,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.4,0.05,2.0,463796128,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
760,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,463813027,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
768,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,463826686,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
776,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,463844014,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
784,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,463858657,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
792,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.6,0.05,2.0,463877757,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
800,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,463895381,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
808,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,463905682,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
816,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,463920924,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
824,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,0.8,0.05,2.0,463937390,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
832,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,463952693,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
840,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,463965663,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
848,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,463983702,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
856,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,463997889,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
864,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.06,1.0,0.05,2.0,464013450,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
872,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,464032722,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
880,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,464042973,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
888,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,464058697,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
896,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.0,0.05,2.0,464075190,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
904,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,464090778,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
912,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,464103205,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
920,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,464118522,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
928,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,464131564,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
936,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.2,0.05,2.0,464149188,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
944,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,464165883,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
952,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,464176113,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
960,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,464191618,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
968,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.4,0.05,2.0,464207481,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
976,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,464223115,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
984,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,464235442,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
992,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,464252546,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1000,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,464267347,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1008,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.6,0.05,2.0,464283161,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1016,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,464301201,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1024,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,464311696,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1032,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,464327038,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1040,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,0.8,0.05,2.0,464344416,0.2,1.0,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1048,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,464360086,0.2,0.0,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1056,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,464371585,0.2,0.2,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1064,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,464387792,0.2,0.6,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1072,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,464403002,0.2,0.8,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1080,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.08,1.0,0.05,2.0,464417877,0.2,1.0,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
1088,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,464433342,0.2,0.2,2.0,1.0,0.5,0.2,1,0.04,100.0,1.5
1096,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,464442951,0.2,0.4,2.0,1.0,0.5,0.2,1,0.12,100.0,1.5
1104,1.0,0.0,170,10.0,0,5,1.0,41,1,0.05,0.5,10.0,0.1,0.0,0.05,2.0,464458196,0.2,0.6,2.0,1.0,0.5,0.2,1,0.2,100.0,1.5
