"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
338,1,150,10000.0,2.0,-587534298,0.0,6.0,1.0,4.0,0.4,1.0,0.0,50000.0,500.0,8.0
346,1,150,10000.0,2.0,-587096920,0.0,6.0,1.0,4.0,0.5,1.0,0.0,50000.0,500.0,8.0
354,1,150,10000.0,2.0,-586662748,0.0,6.0,1.0,4.0,0.6,1.0,0.0,50000.0,500.0,8.0
362,1,150,10000.0,2.0,-586225464,0.0,6.0,1.0,4.0,0.7,1.0,0.0,50000.0,500.0,8.0
370,1,150,10000.0,2.0,-585782762,0.0,6.0,1.0,4.0,0.8,1.0,0.0,50000.0,500.0,8.0
378,1,150,10000.0,2.0,-585344658,0.0,6.0,1.0,4.0,1.0,1.0,0.0,50000.0,500.0,8.0
386,1,150,10000.0,2.0,-584910221,0.0,6.0,1.0,8.0,0.1,1.0,0.0,50000.0,500.0,8.0
394,1,150,10000.0,2.0,-584485260,0.0,6.0,1.0,8.0,0.25,1.0,0.0,50000.0,500.0,8.0
402,1,150,10000.0,2.0,-584054546,0.0,6.0,1.0,8.0,0.4,1.0,0.0,50000.0,500.0,8.0
410,1,150,10000.0,2.0,-583621486,0.0,6.0,1.0,8.0,0.5,1.0,0.0,50000.0,500.0,8.0
418,1,150,10000.0,2.0,-583181503,0.0,6.0,1.0,8.0,0.6,1.0,0.0,50000.0,500.0,8.0
426,1,150,10000.0,2.0,-582746666,0.0,6.0,1.0,8.0,0.7,1.0,0.0,50000.0,500.0,8.0
434,1,150,10000.0,2.0,-582309322,0.0,6.0,1.0,8.0,0.8,1.0,0.0,50000.0,500.0,8.0
442,1,150,10000.0,2.0,-581867809,0.0,6.0,1.0,8.0,1.0,1.0,0.0,50000.0,500.0,8.0
450,1,150,10000.0,2.0,-581432509,0.0,6.0,1.0,16.0,0.1,1.0,0.0,50000.0,500.0,8.0
458,1,150,10000.0,2.0,-580996835,0.0,6.0,1.0,16.0,0.25,1.0,0.0,50000.0,500.0,8.0
466,1,150,10000.0,2.0,-580562360,0.0,6.0,1.0,16.0,0.4,1.0,0.0,50000.0,500.0,8.0
474,1,150,10000.0,2.0,-580124377,0.0,6.0,1.0,16.0,0.5,1.0,0.0,50000.0,500.0,8.0
482,1,150,10000.0,2.0,-579689065,0.0,6.0,1.0,16.0,0.6,1.0,0.0,50000.0,500.0,8.0
490,1,150,10000.0,2.0,-579247509,0.0,6.0,1.0,16.0,0.7,1.0,0.0,50000.0,500.0,8.0
498,1,150,10000.0,2.0,-578807833,0.0,6.0,1.0,16.0,0.8,1.0,0.0,50000.0,500.0,8.0
506,1,150,10000.0,2.0,-578369229,0.0,6.0,1.0,16.0,1.0,1.0,0.0,50000.0,500.0,8.0
514,1,150,10000.0,2.0,-577930256,0.0,6.0,2.0,0.0,0.1,1.0,0.0,50000.0,500.0,8.0
522,1,150,10000.0,2.0,-577501361,0.0,6.0,2.0,0.0,0.25,1.0,0.0,50000.0,500.0,8.0
530,1,150,10000.0,2.0,-577065717,0.0,6.0,2.0,0.0,0.4,1.0,0.0,50000.0,500.0,8.0
538,1,150,10000.0,2.0,-576629105,0.0,6.0,2.0,0.0,0.5,1.0,0.0,50000.0,500.0,8.0
546,1,150,10000.0,2.0,-576190982,0.0,6.0,2.0,0.0,0.6,1.0,0.0,50000.0,500.0,8.0
554,1,150,10000.0,2.0,-575755854,0.0,6.0,2.0,0.0,0.7,1.0,0.0,50000.0,500.0,8.0
562,1,150,10000.0,2.0,-575317828,0.0,6.0,2.0,0.0,0.8,1.0,0.0,50000.0,500.0,8.0
570,1,150,10000.0,2.0,-574876181,0.0,6.0,2.0,0.0,1.0,1.0,0.0,50000.0,500.0,8.0
578,1,150,10000.0,2.0,-574444060,0.0,6.0,2.0,0.25,0.1,1.0,0.0,50000.0,500.0,8.0
586,1,150,10000.0,2.0,-574020106,0.0,6.0,2.0,0.25,0.25,1.0,0.0,50000.0,500.0,8.0
594,1,150,10000.0,2.0,-573587805,0.0,6.0,2.0,0.25,0.4,1.0,0.0,50000.0,500.0,8.0
602,1,150,10000.0,2.0,-573152438,0.0,6.0,2.0,0.25,0.5,1.0,0.0,50000.0,500.0,8.0
610,1,150,10000.0,2.0,-572720268,0.0,6.0,2.0,0.25,0.6,1.0,0.0,50000.0,500.0,8.0
618,1,150,10000.0,2.0,-572281361,0.0,6.0,2.0,0.25,0.7,1.0,0.0,50000.0,500.0,8.0
626,1,150,10000.0,2.0,-571841861,0.0,6.0,2.0,0.25,0.8,1.0,0.0,50000.0,500.0,8.0
634,1,150,10000.0,2.0,-571411315,0.0,6.0,2.0,0.25,1.0,1.0,0.0,50000.0,500.0,8.0
642,1,150,10000.0,2.0,-570973242,0.0,6.0,2.0,0.5,0.1,1.0,0.0,50000.0,500.0,8.0
650,1,150,10000.0,2.0,-570539185,0.0,6.0,2.0,0.5,0.25,1.0,0.0,50000.0,500.0,8.0
658,1,150,10000.0,2.0,-570105264,0.0,6.0,2.0,0.5,0.4,1.0,0.0,50000.0,500.0,8.0
666,1,150,10000.0,2.0,-569669947,0.0,6.0,2.0,0.5,0.5,1.0,0.0,50000.0,500.0,8.0
674,1,150,10000.0,2.0,-569236175,0.0,6.0,2.0,0.5,0.6,1.0,0.0,50000.0,500.0,8.0
682,1,150,10000.0,2.0,-568798209,0.0,6.0,2.0,0.5,0.7,1.0,0.0,50000.0,500.0,8.0
690,1,150,10000.0,2.0,-568358371,0.0,6.0,2.0,0.5,0.8,1.0,0.0,50000.0,500.0,8.0
698,1,150,10000.0,2.0,-567924561,0.0,6.0,2.0,0.5,1.0,1.0,0.0,50000.0,500.0,8.0
706,1,150,10000.0,2.0,-567489972,0.0,6.0,2.0,1.0,0.1,1.0,0.0,50000.0,500.0,8.0
714,1,150,10000.0,2.0,-567061899,0.0,6.0,2.0,1.0,0.25,1.0,0.0,50000.0,500.0,8.0
722,1,150,10000.0,2.0,-566625516,0.0,6.0,2.0,1.0,0.4,1.0,0.0,50000.0,500.0,8.0
730,1,150,10000.0,2.0,-566192102,0.0,6.0,2.0,1.0,0.5,1.0,0.0,50000.0,500.0,8.0
738,1,150,10000.0,2.0,-565760478,0.0,6.0,2.0,1.0,0.6,1.0,0.0,50000.0,500.0,8.0
