"run","immigration","infert","supply","push","randomSeed","precFlux","stelaeculty","canalDeath","canalDecay","sust","drought","killMaya","mortality","fort","precMean"
232,1,150,10000.0,2.0,-593963593,0.0,6.0,1.0,1.0,0.6,7.0,0.0,50000.0,500.0,8.0
240,1,150,10000.0,2.0,-593537034,0.0,6.0,1.0,1.0,0.7,7.0,0.0,50000.0,500.0,8.0
248,1,150,10000.0,2.0,-593112508,0.0,6.0,1.0,1.0,0.8,7.0,0.0,50000.0,500.0,8.0
256,1,150,10000.0,2.0,-592686172,0.0,6.0,1.0,1.0,1.0,7.0,0.0,50000.0,500.0,8.0
264,1,150,10000.0,2.0,-592259802,0.0,6.0,1.0,2.0,0.1,7.0,0.0,50000.0,500.0,8.0
272,1,150,10000.0,2.0,-591838148,0.0,6.0,1.0,2.0,0.25,7.0,0.0,50000.0,500.0,8.0
280,1,150,10000.0,2.0,-591409638,0.0,6.0,1.0,2.0,0.4,7.0,0.0,50000.0,500.0,8.0
288,1,150,10000.0,2.0,-590987428,0.0,6.0,1.0,2.0,0.5,7.0,0.0,50000.0,500.0,8.0
296,1,150,10000.0,2.0,-590557738,0.0,6.0,1.0,2.0,0.6,7.0,0.0,50000.0,500.0,8.0
304,1,150,10000.0,2.0,-590133697,0.0,6.0,1.0,2.0,0.7,7.0,0.0,50000.0,500.0,8.0
312,1,150,10000.0,2.0,-589710322,0.0,6.0,1.0,2.0,0.8,7.0,0.0,50000.0,500.0,8.0
320,1,150,10000.0,2.0,-589283282,0.0,6.0,1.0,2.0,1.0,7.0,0.0,50000.0,500.0,8.0
328,1,150,10000.0,2.0,-588859555,0.0,6.0,1.0,4.0,0.1,7.0,0.0,50000.0,500.0,8.0
336,1,150,10000.0,2.0,-588437930,0.0,6.0,1.0,4.0,0.25,7.0,0.0,50000.0,500.0,8.0
344,1,150,10000.0,2.0,-588014090,0.0,6.0,1.0,4.0,0.4,7.0,0.0,50000.0,500.0,8.0
352,1,150,10000.0,2.0,-587587321,0.0,6.0,1.0,4.0,0.5,7.0,0.0,50000.0,500.0,8.0
360,1,150,10000.0,2.0,-587162034,0.0,6.0,1.0,4.0,0.6,7.0,0.0,50000.0,500.0,8.0
368,1,150,10000.0,2.0,-586736555,0.0,6.0,1.0,4.0,0.7,7.0,0.0,50000.0,500.0,8.0
376,1,150,10000.0,2.0,-586305124,0.0,6.0,1.0,4.0,0.8,7.0,0.0,50000.0,500.0,8.0
384,1,150,10000.0,2.0,-585881786,0.0,6.0,1.0,4.0,1.0,7.0,0.0,50000.0,500.0,8.0
392,1,150,10000.0,2.0,-585455278,0.0,6.0,1.0,8.0,0.1,7.0,0.0,50000.0,500.0,8.0
400,1,150,10000.0,2.0,-585035204,0.0,6.0,1.0,8.0,0.25,7.0,0.0,50000.0,500.0,8.0
408,1,150,10000.0,2.0,-584607609,0.0,6.0,1.0,8.0,0.4,7.0,0.0,50000.0,500.0,8.0
416,1,150,10000.0,2.0,-584186028,0.0,6.0,1.0,8.0,0.5,7.0,0.0,50000.0,500.0,8.0
424,1,150,10000.0,2.0,-583756553,0.0,6.0,1.0,8.0,0.6,7.0,0.0,50000.0,500.0,8.0
432,1,150,10000.0,2.0,-583328912,0.0,6.0,1.0,8.0,0.7,7.0,0.0,50000.0,500.0,8.0
440,1,150,10000.0,2.0,-582907742,0.0,6.0,1.0,8.0,0.8,7.0,0.0,50000.0,500.0,8.0
448,1,150,10000.0,2.0,-582483903,0.0,6.0,1.0,8.0,1.0,7.0,0.0,50000.0,500.0,8.0
456,1,150,10000.0,2.0,-582054090,0.0,6.0,1.0,16.0,0.1,7.0,0.0,50000.0,500.0,8.0
464,1,150,10000.0,2.0,-581635260,0.0,6.0,1.0,16.0,0.25,7.0,0.0,50000.0,500.0,8.0
472,1,150,10000.0,2.0,-581212296,0.0,6.0,1.0,16.0,0.4,7.0,0.0,50000.0,500.0,8.0
480,1,150,10000.0,2.0,-580789129,0.0,6.0,1.0,16.0,0.5,7.0,0.0,50000.0,500.0,8.0
488,1,150,10000.0,2.0,-580366927,0.0,6.0,1.0,16.0,0.6,7.0,0.0,50000.0,500.0,8.0
496,1,150,10000.0,2.0,-579939946,0.0,6.0,1.0,16.0,0.7,7.0,0.0,50000.0,500.0,8.0
504,1,150,10000.0,2.0,-579515953,0.0,6.0,1.0,16.0,0.8,7.0,0.0,50000.0,500.0,8.0
512,1,150,10000.0,2.0,-579088533,0.0,6.0,1.0,16.0,1.0,7.0,0.0,50000.0,500.0,8.0
520,1,150,10000.0,2.0,-578660652,0.0,6.0,2.0,0.0,0.1,7.0,0.0,50000.0,500.0,8.0
528,1,150,10000.0,2.0,-578239583,0.0,6.0,2.0,0.0,0.25,7.0,0.0,50000.0,500.0,8.0
536,1,150,10000.0,2.0,-577815536,0.0,6.0,2.0,0.0,0.4,7.0,0.0,50000.0,500.0,8.0
544,1,150,10000.0,2.0,-577389469,0.0,6.0,2.0,0.0,0.5,7.0,0.0,50000.0,500.0,8.0
552,1,150,10000.0,2.0,-576961386,0.0,6.0,2.0,0.0,0.6,7.0,0.0,50000.0,500.0,8.0
560,1,150,10000.0,2.0,-576538682,0.0,6.0,2.0,0.0,0.7,7.0,0.0,50000.0,500.0,8.0
568,1,150,10000.0,2.0,-576113074,0.0,6.0,2.0,0.0,0.8,7.0,0.0,50000.0,500.0,8.0
576,1,150,10000.0,2.0,-575686142,0.0,6.0,2.0,0.0,1.0,7.0,0.0,50000.0,500.0,8.0
584,1,150,10000.0,2.0,-575256075,0.0,6.0,2.0,0.25,0.1,7.0,0.0,50000.0,500.0,8.0
592,1,150,10000.0,2.0,-574836306,0.0,6.0,2.0,0.25,0.25,7.0,0.0,50000.0,500.0,8.0
600,1,150,10000.0,2.0,-574411428,0.0,6.0,2.0,0.25,0.4,7.0,0.0,50000.0,500.0,8.0
608,1,150,10000.0,2.0,-573989211,0.0,6.0,2.0,0.25,0.5,7.0,0.0,50000.0,500.0,8.0
616,1,150,10000.0,2.0,-573564210,0.0,6.0,2.0,0.25,0.6,7.0,0.0,50000.0,500.0,8.0
624,1,150,10000.0,2.0,-573134192,0.0,6.0,2.0,0.25,0.7,7.0,0.0,50000.0,500.0,8.0
632,1,150,10000.0,2.0,-572705348,0.0,6.0,2.0,0.25,0.8,7.0,0.0,50000.0,500.0,8.0
640,1,150,10000.0,2.0,-572279935,0.0,6.0,2.0,0.25,1.0,7.0,0.0,50000.0,500.0,8.0
648,1,150,10000.0,2.0,-571854296,0.0,6.0,2.0,0.5,0.1,7.0,0.0,50000.0,500.0,8.0
656,1,150,10000.0,2.0,-571436408,0.0,6.0,2.0,0.5,0.25,7.0,0.0,50000.0,500.0,8.0
664,1,150,10000.0,2.0,-571011223,0.0,6.0,2.0,0.5,0.4,7.0,0.0,50000.0,500.0,8.0
672,1,150,10000.0,2.0,-570592290,0.0,6.0,2.0,0.5,0.5,7.0,0.0,50000.0,500.0,8.0
680,1,150,10000.0,2.0,-570166736,0.0,6.0,2.0,0.5,0.6,7.0,0.0,50000.0,500.0,8.0
688,1,150,10000.0,2.0,-569742977,0.0,6.0,2.0,0.5,0.7,7.0,0.0,50000.0,500.0,8.0
696,1,150,10000.0,2.0,-569317434,0.0,6.0,2.0,0.5,0.8,7.0,0.0,50000.0,500.0,8.0
704,1,150,10000.0,2.0,-568893472,0.0,6.0,2.0,0.5,1.0,7.0,0.0,50000.0,500.0,8.0
712,1,150,10000.0,2.0,-568464109,0.0,6.0,2.0,1.0,0.1,7.0,0.0,50000.0,500.0,8.0
720,1,150,10000.0,2.0,-568038866,0.0,6.0,2.0,1.0,0.25,7.0,0.0,50000.0,500.0,8.0
728,1,150,10000.0,2.0,-567610662,0.0,6.0,2.0,1.0,0.4,7.0,0.0,50000.0,500.0,8.0
736,1,150,10000.0,2.0,-567188764,0.0,6.0,2.0,1.0,0.5,7.0,0.0,50000.0,500.0,8.0
744,1,150,10000.0,2.0,-566765236,0.0,6.0,2.0,1.0,0.6,7.0,0.0,50000.0,500.0,8.0
752,1,150,10000.0,2.0,-566344696,0.0,6.0,2.0,1.0,0.7,7.0,0.0,50000.0,500.0,8.0
760,1,150,10000.0,2.0,-565920212,0.0,6.0,2.0,1.0,0.8,7.0,0.0,50000.0,500.0,8.0
768,1,150,10000.0,2.0,-565497093,0.0,6.0,2.0,1.0,1.0,7.0,0.0,50000.0,500.0,8.0
776,1,150,10000.0,2.0,-565070738,0.0,6.0,2.0,2.0,0.1,7.0,0.0,50000.0,500.0,8.0
784,1,150,10000.0,2.0,-564643215,0.0,6.0,2.0,2.0,0.25,7.0,0.0,50000.0,500.0,8.0
792,1,150,10000.0,2.0,-564213843,0.0,6.0,2.0,2.0,0.4,7.0,0.0,50000.0,500.0,8.0
800,1,150,10000.0,2.0,-563791900,0.0,6.0,2.0,2.0,0.5,7.0,0.0,50000.0,500.0,8.0
