"Labor","X","Y","run"
0,140.7488957596384,33.43194391286001,1
0,36.62372393893078,171.78227200619875,1
0,61.975401583947246,295.62619297258556,1
0,77.91636557556689,156.47086595708504,1
0,287.137089787256,257.13311530714856,1
0,198.6516930212453,118.86370848609135,1
0,268.8513457184099,84.56475316165015,1
0,226.59782769003883,32.48230165043846,1
0,110.9874051505886,122.92400885351003,1
0,86.85249945186078,276.03200196463615,1
0,222.38571503277868,68.61882350567728,1
0,155.70301680464297,37.04950102778152,1
0,305.0971784204245,228.05922706596553,1
0,26.93321662304923,293.37788050254807,1
0,140.23757586855442,101.30582893554121,1
0,173.95287120975553,205.9471165460162,1
0,218.52936620544642,86.59787192698568,1
0,174.15195681322365,138.3577534425445,1
0,182.44934958837925,258.5391967037693,1
0,262.102547567524,105.31326442172751,1
0,170.38715611705555,241.87197714207696,1
0,101.19889621071518,278.6771720241569,1
0,253.36127834567802,157.33177544374018,1
0,66.33722641432658,32.69132393585518,1
0,209.44784563142807,32.1675101615116,1
0,261.7049308290705,140.13838313281536,1
0,205.87116902103648,69.48303805498406,1
0,208.9925404388085,137.5441504311189,1
0,158.5098034870997,175.2254063149914,1
0,173.32529130559413,170.63810457317157,1
0,148.91242023164406,155.7393843150884,1
0,114.65224130537361,261.8074273059145,1
0,279.5950793366693,138.39629692159593,1
0,269.7163653090038,123.94782707538457,1
0,166.19639921789988,120.25003428455443,1
0,118.32589095575736,105.85742483016104,1
0,275.30686099909246,209.18383534127847,1
0,106.20546270076186,241.56219671109693,1
0,240.1871302253753,208.9859451452829,1
0,182.4179529935494,223.79907232088968,1
0,269.61823874995116,157.2245557365194,1
0,137.7235248605162,209.45719343578443,1
0,129.66828461419792,158.42116290668025,1
0,146.6784396746941,262.0805428169668,1
0,67.04175102870911,137.30499355535954,1
0,304.33918301658707,16.363963447678834,1
0,113.57074688088149,84.01840340569615,1
0,114.56482637992129,189.59878105482088,1
0,63.5684136607498,49.69040180141106,1
0,50.632118056565524,171.76231562932952,1
0,162.36100531598552,224.90743450712412,1
0,51.52866582110524,244.66962921667846,1
0,42.20619520563632,293.620144819431,1
0,61.127056283764546,158.7936487324722,1
0,227.9151304870285,102.55453703653068,1
0,216.92032256815583,53.247543506361545,1
0,305.7799005423673,51.87901881666854,1
0,104.19029386907816,67.06999691503123,1
0,240.20468590084465,138.29848624294624,1
0,271.28129539642487,261.4009000791237,1
0,234.88411081273108,18.660119142085314,1
0,262.1322015856393,278.53500711767003,1
0,145.0955030115135,120.77042237646879,1
0,57.65876678552479,227.58535365279764,1
0,131.405216635298,86.97006520899012,1
0,222.70618921456858,171.18625420732423,1
0,157.64547710504382,101.76738594386727,1
0,45.843395958840844,17.715020784810186,1
0,253.67605707734825,291.8754583029635,1
0,145.2075485310331,86.39404342360794,1
0,118.44287256268785,37.62904136987403,1
0,103.0642539403215,137.26831492962316,1
0,241.23400863168763,240.97694354459645,1
0,14.842216604091227,67.04366173662245,1
0,51.611813505683095,106.38382600581274,1
0,49.623956503383816,31.755281766746194,1
0,75.66555775148794,14.449820725414902,1
0,215.75621373951435,121.15071433573962,1
0,18.881478020157665,171.18632007231935,1
