"run","foodBloatsWeight","foodMin","weightRegen","foodGrowth","foodUnsustainability","weightMaxFactor","weightResil","infert","weightBloatRate","push","foodRegen","weightImproveRate","foodDecay","randomSeed","weightMinFactor","droughtMod","foodMax","weightDrought","foodResil","fort","foodDrought","deathFraction"
872,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.035,0.005,0.1,332948414,0.2,0,10.0,1.0,1.0,9.9999999E7,0.3,0.0
880,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.035,0.005,0.1,332952164,0.2,0,10.0,1.75,1.0,9.9999999E7,1.0,0.0
888,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.035,0.005,0.1,332956226,0.2,0,10.0,2.5,0.5,9.9999999E7,0.6,0.0
896,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.0,332959000,0.2,0,10.0,1.0,0.5,9.9999999E7,0.3,0.0
904,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.0,332963580,0.2,0,10.0,1.75,0.5,9.9999999E7,1.0,0.0
912,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.0,332967000,0.2,0,10.0,2.5,0.0,9.9999999E7,0.6,0.0
920,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.05,332970490,0.2,0,10.0,1.0,0.0,9.9999999E7,0.3,0.0
928,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.05,332974377,0.2,0,10.0,1.75,0.0,9.9999999E7,1.0,0.0
936,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.05,332979205,0.2,0,10.0,1.75,1.0,9.9999999E7,0.6,0.0
944,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.05,332982934,0.2,0,10.0,2.5,1.0,9.9999999E7,0.3,0.0
952,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.1,332986421,0.2,0,10.0,1.0,1.0,9.9999999E7,1.0,0.0
960,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.1,332989266,0.2,0,10.0,1.75,0.5,9.9999999E7,0.6,0.0
968,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.0,1.0,0.07,0.005,0.1,332993397,0.2,0,10.0,2.5,0.5,9.9999999E7,0.3,0.0
976,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.0,332997539,0.2,0,10.0,1.0,0.5,9.9999999E7,1.0,0.0
984,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.0,333000219,0.2,0,10.0,1.75,0.0,9.9999999E7,0.6,0.0
992,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.0,333004056,0.2,0,10.0,2.5,0.0,9.9999999E7,0.3,0.0
1000,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.05,333007046,0.2,0,10.0,1.0,0.0,9.9999999E7,1.0,0.0
1008,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.05,333011309,0.2,0,10.0,1.0,1.0,9.9999999E7,0.6,0.0
1016,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.05,333014772,0.2,0,10.0,1.75,1.0,9.9999999E7,0.3,0.0
1024,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.05,333018188,0.2,0,10.0,2.5,1.0,9.9999999E7,1.0,0.0
1032,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.1,333021697,0.2,0,10.0,1.0,0.5,9.9999999E7,0.6,0.0
1040,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.1,333024194,0.2,0,10.0,1.75,0.5,9.9999999E7,0.3,0.0
1048,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.0,0.005,0.1,333027126,0.2,0,10.0,2.5,0.5,9.9999999E7,1.0,0.0
1056,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.0,333032145,0.2,0,10.0,1.0,0.0,9.9999999E7,0.6,0.0
1064,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.0,333035887,0.2,0,10.0,1.75,0.0,9.9999999E7,0.3,0.0
1072,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.0,333039893,0.2,0,10.0,2.5,0.0,9.9999999E7,1.0,0.0
1080,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.0,333042609,0.2,0,10.0,2.5,1.0,9.9999999E7,0.6,0.0
1088,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.05,333045558,0.2,0,10.0,1.0,1.0,9.9999999E7,0.3,0.0
1096,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.05,333048346,0.2,0,10.0,1.75,1.0,9.9999999E7,1.0,0.0
1104,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.05,333052026,0.2,0,10.0,2.5,0.5,9.9999999E7,0.6,0.0
1112,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.1,333055735,0.2,0,10.0,1.0,0.5,9.9999999E7,0.3,0.0
1120,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.1,333058481,0.2,0,10.0,1.75,0.5,9.9999999E7,1.0,0.0
1128,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.035,0.005,0.1,333062100,0.2,0,10.0,2.5,0.0,9.9999999E7,0.6,0.0
1136,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.0,333065277,0.2,0,10.0,1.0,0.0,9.9999999E7,0.3,0.0
1144,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.0,333069280,0.2,0,10.0,1.75,0.0,9.9999999E7,1.0,0.0
1152,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.0,333073010,0.2,0,10.0,1.75,1.0,9.9999999E7,0.6,0.0
1160,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.0,333077426,0.2,0,10.0,2.5,1.0,9.9999999E7,0.3,0.0
1168,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.05,333081318,0.2,0,10.0,1.0,1.0,9.9999999E7,1.0,0.0
1176,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.05,333084846,0.2,0,10.0,1.75,0.5,9.9999999E7,0.6,0.0
1184,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.05,333090082,0.2,0,10.0,2.5,0.5,9.9999999E7,0.3,0.0
1192,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.1,333094030,0.2,0,10.0,1.0,0.5,9.9999999E7,1.0,0.0
1200,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.1,333097238,0.2,0,10.0,1.75,0.0,9.9999999E7,0.6,0.0
1208,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.125,1.0,0.07,0.005,0.1,333101050,0.2,0,10.0,2.5,0.0,9.9999999E7,0.3,0.0
1216,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.35,1.0,0.0,0.005,0.0,333104961,0.2,0,10.0,1.0,0.0,9.9999999E7,1.0,0.0
1224,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.35,1.0,0.0,0.005,0.0,333108898,0.2,0,10.0,1.0,1.0,9.9999999E7,0.6,0.0
1232,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.35,1.0,0.0,0.005,0.0,333112640,0.2,0,10.0,1.75,1.0,9.9999999E7,0.3,0.0
1240,0.02,0.0,0.0,0.02,1,5.0,0.5,100,0.35,1.0,0.0,0.005,0.0,333116531,0.2,0,10.0,2.5,1.0,9.9999999E7,1.0,0.0
