"run","randomSeed","canalDeath","canalDecay","sust","drought","fort","infert","push","precMean"
1766,829881317,1.0,2.25,1.1,5.0,25.0,50,1.0,7.0
1777,829887917,1.0,2.25,1.2,3.0,25.0,50,1.0,7.0
1788,829893617,1.0,2.25,1.3,1.0,25.0,50,1.0,7.0
1799,829900968,1.0,2.25,1.3,6.5,25.0,50,1.0,7.0
1810,829907358,1.0,2.5,0.2,4.5,25.0,50,1.0,7.0
1821,829913595,1.0,2.5,0.3,2.5,25.0,50,1.0,7.0
1832,829920188,1.0,2.5,0.4,0.5,25.0,50,1.0,7.0
1843,829925528,1.0,2.5,0.4,6.0,25.0,50,1.0,7.0
1854,829931804,1.0,2.5,0.5,4.0,25.0,50,1.0,7.0
1865,829942107,1.0,2.5,0.6,2.0,25.0,50,1.0,7.0
1876,829947812,1.0,2.5,0.7,0.0,25.0,50,1.0,7.0
1887,829952516,1.0,2.5,0.7,5.5,25.0,50,1.0,7.0
1898,829958121,1.0,2.5,0.8,3.5,25.0,50,1.0,7.0
1909,829964127,1.0,2.5,0.9,1.5,25.0,50,1.0,7.0
1920,829970357,1.0,2.5,0.9,7.0,25.0,50,1.0,7.0
1931,829976914,1.0,2.5,1.0,5.0,25.0,50,1.0,7.0
1942,829984136,1.0,2.5,1.1,3.0,25.0,50,1.0,7.0
1953,829990553,1.0,2.5,1.2,1.0,25.0,50,1.0,7.0
1964,829997035,1.0,2.5,1.2,6.5,25.0,50,1.0,7.0
1975,830003818,1.0,2.5,1.3,4.5,25.0,50,1.0,7.0
1986,830009322,1.0,2.75,0.2,2.5,25.0,50,1.0,7.0
1997,830016920,1.0,2.75,0.3,0.5,25.0,50,1.0,7.0
2008,830024424,1.0,2.75,0.3,6.0,25.0,50,1.0,7.0
2019,830030889,1.0,2.75,0.4,4.0,25.0,50,1.0,7.0
2030,830036936,1.0,2.75,0.5,2.0,25.0,50,1.0,7.0
2041,830045816,1.0,2.75,0.6,0.0,25.0,50,1.0,7.0
2052,830053183,1.0,2.75,0.6,5.5,25.0,50,1.0,7.0
2063,830059305,1.0,2.75,0.7,3.5,25.0,50,1.0,7.0
2074,830064050,1.0,2.75,0.8,1.5,25.0,50,1.0,7.0
2085,830071711,1.0,2.75,0.8,7.0,25.0,50,1.0,7.0
2096,830078345,1.0,2.75,0.9,5.0,25.0,50,1.0,7.0
2107,830083901,1.0,2.75,1.0,3.0,25.0,50,1.0,7.0
2118,830089017,1.0,2.75,1.1,1.0,25.0,50,1.0,7.0
2129,830094450,1.0,2.75,1.1,6.5,25.0,50,1.0,7.0
2140,830099259,1.0,2.75,1.2,4.5,25.0,50,1.0,7.0
2151,830106253,1.0,2.75,1.3,2.5,25.0,50,1.0,7.0
2162,830112463,1.0,3.0,0.2,0.5,25.0,50,1.0,7.0
2173,830118517,1.0,3.0,0.2,6.0,25.0,50,1.0,7.0
2184,830125191,1.0,3.0,0.3,4.0,25.0,50,1.0,7.0
2195,830133408,1.0,3.0,0.4,2.0,25.0,50,1.0,7.0
2206,830141900,1.0,3.0,0.5,0.0,25.0,50,1.0,7.0
2217,830149130,1.0,3.0,0.5,5.5,25.0,50,1.0,7.0
2228,830154463,1.0,3.0,0.6,3.5,25.0,50,1.0,7.0
2239,830161165,1.0,3.0,0.7,1.5,25.0,50,1.0,7.0
2250,830166873,1.0,3.0,0.7,7.0,25.0,50,1.0,7.0
2261,830172686,1.0,3.0,0.8,5.0,25.0,50,1.0,7.0
2272,830179447,1.0,3.0,0.9,3.0,25.0,50,1.0,7.0
2283,830185816,1.0,3.0,1.0,1.0,25.0,50,1.0,7.0
2294,830192073,1.0,3.0,1.0,6.5,25.0,50,1.0,7.0
2305,830198317,1.0,3.0,1.1,4.5,25.0,50,1.0,7.0
2316,830203262,1.0,3.0,1.2,2.5,25.0,50,1.0,7.0
2327,830209716,1.0,3.0,1.3,0.5,25.0,50,1.0,7.0
2338,830215218,1.0,3.0,1.3,6.0,25.0,50,1.0,7.0
2349,830220972,1.0,3.25,0.2,4.0,25.0,50,1.0,7.0
2360,830227218,1.0,3.25,0.3,2.0,25.0,50,1.0,7.0
2371,830234668,1.0,3.25,0.4,0.0,25.0,50,1.0,7.0
2382,830240541,1.0,3.25,0.4,5.5,25.0,50,1.0,7.0
2393,830246259,1.0,3.25,0.5,3.5,25.0,50,1.0,7.0
2404,830252438,1.0,3.25,0.6,1.5,25.0,50,1.0,7.0
2415,830258503,1.0,3.25,0.6,7.0,25.0,50,1.0,7.0
2426,830263616,1.0,3.25,0.7,5.0,25.0,50,1.0,7.0
2437,830269808,1.0,3.25,0.8,3.0,25.0,50,1.0,7.0
2448,830276171,1.0,3.25,0.9,1.0,25.0,50,1.0,7.0
2459,830281758,1.0,3.25,0.9,6.5,25.0,50,1.0,7.0
2470,830286916,1.0,3.25,1.0,4.5,25.0,50,1.0,7.0
2481,830291896,1.0,3.25,1.1,2.5,25.0,50,1.0,7.0
2492,830298108,1.0,3.25,1.2,0.5,25.0,50,1.0,7.0
2503,830303793,1.0,3.25,1.2,6.0,25.0,50,1.0,7.0
2514,830308364,1.0,3.25,1.3,4.0,25.0,50,1.0,7.0
2525,830315336,1.0,3.5,0.2,2.0,25.0,50,1.0,7.0
2536,830320777,1.0,3.5,0.3,0.0,25.0,50,1.0,7.0
2547,830329384,1.0,3.5,0.3,5.5,25.0,50,1.0,7.0
2558,830334600,1.0,3.5,0.4,3.5,25.0,50,1.0,7.0
2569,830340922,1.0,3.5,0.5,1.5,25.0,50,1.0,7.0
2580,830346206,1.0,3.5,0.5,7.0,25.0,50,1.0,7.0
2591,830351488,1.0,3.5,0.6,5.0,25.0,50,1.0,7.0
2602,830358163,1.0,3.5,0.7,3.0,25.0,50,1.0,7.0
2613,830363842,1.0,3.5,0.8,1.0,25.0,50,1.0,7.0
2624,830368814,1.0,3.5,0.8,6.5,25.0,50,1.0,7.0
2635,830374451,1.0,3.5,0.9,4.5,25.0,50,1.0,7.0
2646,830380949,1.0,3.5,1.0,2.5,25.0,50,1.0,7.0
2657,830386817,1.0,3.5,1.1,0.5,25.0,50,1.0,7.0
2668,830394045,1.0,3.5,1.1,6.0,25.0,50,1.0,7.0
2679,830398942,1.0,3.5,1.2,4.0,25.0,50,1.0,7.0
2690,830404236,1.0,3.5,1.3,2.0,25.0,50,1.0,7.0
2701,830409941,1.0,3.75,0.2,0.0,25.0,50,1.0,7.0
2712,830415776,1.0,3.75,0.2,5.5,25.0,50,1.0,7.0
2723,830421749,1.0,3.75,0.3,3.5,25.0,50,1.0,7.0
2734,830428911,1.0,3.75,0.4,1.5,25.0,50,1.0,7.0
2745,830436289,1.0,3.75,0.4,7.0,25.0,50,1.0,7.0
2756,830441726,1.0,3.75,0.5,5.0,25.0,50,1.0,7.0
2767,830448475,1.0,3.75,0.6,3.0,25.0,50,1.0,7.0
2778,830454431,1.0,3.75,0.7,1.0,25.0,50,1.0,7.0
2789,830462603,1.0,3.75,0.7,6.5,25.0,50,1.0,7.0
2800,830467471,1.0,3.75,0.8,4.5,25.0,50,1.0,7.0
2811,830473208,1.0,3.75,0.9,2.5,25.0,50,1.0,7.0
2822,830479243,1.0,3.75,1.0,0.5,25.0,50,1.0,7.0
2833,830485216,1.0,3.75,1.0,6.0,25.0,50,1.0,7.0
2844,830491191,1.0,3.75,1.1,4.0,25.0,50,1.0,7.0
2855,830497496,1.0,3.75,1.2,2.0,25.0,50,1.0,7.0
2866,830503269,1.0,3.75,1.3,0.0,25.0,50,1.0,7.0
2877,830509818,1.0,3.75,1.3,5.5,25.0,50,1.0,7.0
2888,830517936,1.0,4.0,0.2,3.5,25.0,50,1.0,7.0
2899,830524480,1.0,4.0,0.3,1.5,25.0,50,1.0,7.0
2910,830529941,1.0,4.0,0.3,7.0,25.0,50,1.0,7.0
2921,830536088,1.0,4.0,0.4,5.0,25.0,50,1.0,7.0
2932,830541947,1.0,4.0,0.5,3.0,25.0,50,1.0,7.0
2943,830548446,1.0,4.0,0.6,1.0,25.0,50,1.0,7.0
2954,830556222,1.0,4.0,0.6,6.5,25.0,50,1.0,7.0
2965,830561243,1.0,4.0,0.7,4.5,25.0,50,1.0,7.0
2976,830566812,1.0,4.0,0.8,2.5,25.0,50,1.0,7.0
2987,830573889,1.0,4.0,0.9,0.5,25.0,50,1.0,7.0
2998,830581620,1.0,4.0,0.9,6.0,25.0,50,1.0,7.0
3009,830587536,1.0,4.0,1.0,4.0,25.0,50,1.0,7.0
3020,830593151,1.0,4.0,1.1,2.0,25.0,50,1.0,7.0
3031,830601196,1.0,4.0,1.2,0.0,25.0,50,1.0,7.0
3042,830606770,1.0,4.0,1.2,5.5,25.0,50,1.0,7.0
3053,830611212,1.0,4.0,1.3,3.5,25.0,50,1.0,7.0
3064,830617044,1.5,0.0,0.2,1.5,25.0,50,1.0,7.0
3075,830623507,1.5,0.0,0.2,7.0,25.0,50,1.0,7.0
3086,830629278,1.5,0.0,0.3,5.0,25.0,50,1.0,7.0
3097,830634309,1.5,0.0,0.4,3.0,25.0,50,1.0,7.0
3108,830640366,1.5,0.0,0.5,1.0,25.0,50,1.0,7.0
3119,830648772,1.5,0.0,0.5,6.5,25.0,50,1.0,7.0
3130,830655123,1.5,0.0,0.6,4.5,25.0,50,1.0,7.0
3141,830662238,1.5,0.0,0.7,2.5,25.0,50,1.0,7.0
3152,830668613,1.5,0.0,0.8,0.5,25.0,50,1.0,7.0
3163,830675870,1.5,0.0,0.8,6.0,25.0,50,1.0,7.0
3174,830683435,1.5,0.0,0.9,4.0,25.0,50,1.0,7.0
3185,830690660,1.5,0.0,1.0,2.0,25.0,50,1.0,7.0
3196,830698196,1.5,0.0,1.1,0.0,25.0,50,1.0,7.0
3207,830707319,1.5,0.0,1.1,5.5,25.0,50,1.0,7.0
3218,830718755,1.5,0.0,1.2,3.5,25.0,50,1.0,7.0
3229,830726094,1.5,0.0,1.3,1.5,25.0,50,1.0,7.0
3240,830733095,1.5,0.0,1.3,7.0,25.0,50,1.0,7.0
3251,830741178,1.5,0.25,0.2,5.0,25.0,50,1.0,7.0
3262,830747382,1.5,0.25,0.3,3.0,25.0,50,1.0,7.0
3273,830754468,1.5,0.25,0.4,1.0,25.0,50,1.0,7.0
3284,830761752,1.5,0.25,0.4,6.5,25.0,50,1.0,7.0
3295,830767084,1.5,0.25,0.5,4.5,25.0,50,1.0,7.0
3306,830773475,1.5,0.25,0.6,2.5,25.0,50,1.0,7.0
3317,830779953,1.5,0.25,0.7,0.5,25.0,50,1.0,7.0
3328,830787317,1.5,0.25,0.7,6.0,25.0,50,1.0,7.0
3339,830794917,1.5,0.25,0.8,4.0,25.0,50,1.0,7.0
3350,830801181,1.5,0.25,0.9,2.0,25.0,50,1.0,7.0
3361,830809328,1.5,0.25,1.0,0.0,25.0,50,1.0,7.0
3372,830817909,1.5,0.25,1.0,5.5,25.0,50,1.0,7.0
3383,830824784,1.5,0.25,1.1,3.5,25.0,50,1.0,7.0
3394,830832412,1.5,0.25,1.2,1.5,25.0,50,1.0,7.0
3405,830839657,1.5,0.25,1.2,7.0,25.0,50,1.0,7.0
3416,830845239,1.5,0.25,1.3,5.0,25.0,50,1.0,7.0
3427,830852677,1.5,0.5,0.2,3.0,25.0,50,1.0,7.0
3438,830858144,1.5,0.5,0.3,1.0,25.0,50,1.0,7.0
3449,830863810,1.5,0.5,0.3,6.5,25.0,50,1.0,7.0
3460,830869790,1.5,0.5,0.4,4.5,25.0,50,1.0,7.0
3471,830876180,1.5,0.5,0.5,2.5,25.0,50,1.0,7.0
3482,830883294,1.5,0.5,0.6,0.5,25.0,50,1.0,7.0
3493,830890599,1.5,0.5,0.6,6.0,25.0,50,1.0,7.0
3504,830896003,1.5,0.5,0.7,4.0,25.0,50,1.0,7.0
3515,830902745,1.5,0.5,0.8,2.0,25.0,50,1.0,7.0
3526,830910742,1.5,0.5,0.9,0.0,25.0,50,1.0,7.0
3537,830918449,1.5,0.5,0.9,5.5,25.0,50,1.0,7.0
3548,830928658,1.5,0.5,1.0,3.5,25.0,50,1.0,7.0
3559,830935370,1.5,0.5,1.1,1.5,25.0,50,1.0,7.0
3570,830943444,1.5,0.5,1.1,7.0,25.0,50,1.0,7.0
3581,830949404,1.5,0.5,1.2,5.0,25.0,50,1.0,7.0
3592,830956075,1.5,0.5,1.3,3.0,25.0,50,1.0,7.0
3603,830962766,1.5,0.75,0.2,1.0,25.0,50,1.0,7.0
3614,830968968,1.5,0.75,0.2,6.5,25.0,50,1.0,7.0
3625,830973626,1.5,0.75,0.3,4.5,25.0,50,1.0,7.0
3636,830980242,1.5,0.75,0.4,2.5,25.0,50,1.0,7.0
3647,830986103,1.5,0.75,0.5,0.5,25.0,50,1.0,7.0
3658,830993190,1.5,0.75,0.5,6.0,25.0,50,1.0,7.0
3669,830999487,1.5,0.75,0.6,4.0,25.0,50,1.0,7.0
3680,831008373,1.5,0.75,0.7,2.0,25.0,50,1.0,7.0
3691,831015712,1.5,0.75,0.8,0.0,25.0,50,1.0,7.0
3702,831021958,1.5,0.75,0.8,5.5,25.0,50,1.0,7.0
3713,831028312,1.5,0.75,0.9,3.5,25.0,50,1.0,7.0
3724,831035649,1.5,0.75,1.0,1.5,25.0,50,1.0,7.0
3735,831041870,1.5,0.75,1.0,7.0,25.0,50,1.0,7.0
3746,831048952,1.5,0.75,1.1,5.0,25.0,50,1.0,7.0
3757,831055690,1.5,0.75,1.2,3.0,25.0,50,1.0,7.0
3768,831062289,1.5,0.75,1.3,1.0,25.0,50,1.0,7.0
3779,831069413,1.5,0.75,1.3,6.5,25.0,50,1.0,7.0
3790,831076395,1.5,1.0,0.2,4.5,25.0,50,1.0,7.0
3801,831082426,1.5,1.0,0.3,2.5,25.0,50,1.0,7.0
3812,831088617,1.5,1.0,0.4,0.5,25.0,50,1.0,7.0
3823,831096105,1.5,1.0,0.4,6.0,25.0,50,1.0,7.0
3834,831100903,1.5,1.0,0.5,4.0,25.0,50,1.0,7.0
3845,831106529,1.5,1.0,0.6,2.0,25.0,50,1.0,7.0
3856,831115036,1.5,1.0,0.7,0.0,25.0,50,1.0,7.0
3867,831122466,1.5,1.0,0.7,5.5,25.0,50,1.0,7.0
3878,831130691,1.5,1.0,0.8,3.5,25.0,50,1.0,7.0
3889,831136968,1.5,1.0,0.9,1.5,25.0,50,1.0,7.0
3900,831145459,1.5,1.0,0.9,7.0,25.0,50,1.0,7.0
3911,831151233,1.5,1.0,1.0,5.0,25.0,50,1.0,7.0
3922,831158611,1.5,1.0,1.1,3.0,25.0,50,1.0,7.0
3933,831166146,1.5,1.0,1.2,1.0,25.0,50,1.0,7.0
3944,831173430,1.5,1.0,1.2,6.5,25.0,50,1.0,7.0
3955,831179527,1.5,1.0,1.3,4.5,25.0,50,1.0,7.0
3966,831186785,1.5,1.25,0.2,2.5,25.0,50,1.0,7.0
3977,831192229,1.5,1.25,0.3,0.5,25.0,50,1.0,7.0
3988,831199723,1.5,1.25,0.3,6.0,25.0,50,1.0,7.0
3999,831206390,1.5,1.25,0.4,4.0,25.0,50,1.0,7.0
4010,831212124,1.5,1.25,0.5,2.0,25.0,50,1.0,7.0
4021,831220300,1.5,1.25,0.6,0.0,25.0,50,1.0,7.0
4032,831227348,1.5,1.25,0.6,5.5,25.0,50,1.0,7.0
4043,831233470,1.5,1.25,0.7,3.5,25.0,50,1.0,7.0
4054,831240715,1.5,1.25,0.8,1.5,25.0,50,1.0,7.0
4065,831248523,1.5,1.25,0.8,7.0,25.0,50,1.0,7.0
4076,831255145,1.5,1.25,0.9,5.0,25.0,50,1.0,7.0
4087,831262073,1.5,1.25,1.0,3.0,25.0,50,1.0,7.0
4098,831269371,1.5,1.25,1.1,1.0,25.0,50,1.0,7.0
4109,831276272,1.5,1.25,1.1,6.5,25.0,50,1.0,7.0
4120,831282035,1.5,1.25,1.2,4.5,25.0,50,1.0,7.0
4131,831287712,1.5,1.25,1.3,2.5,25.0,50,1.0,7.0
4142,831294315,1.5,1.5,0.2,0.5,25.0,50,1.0,7.0
4153,831300537,1.5,1.5,0.2,6.0,25.0,50,1.0,7.0
