"run","randomSeed","canalDeath","canalDecay","sust","drought","fort","infert","push","precMean"
195,888755724,1.0,0.25,1.9,7.0,25.0,50,1.0,7.0
202,888760185,1.0,0.25,2.0,3.0,25.0,50,1.0,7.0
209,888766091,1.0,0.25,2.0,6.5,25.0,50,1.0,7.0
216,888770324,1.0,0.5,1.4,2.5,25.0,50,1.0,7.0
223,888776798,1.0,0.5,1.4,6.0,25.0,50,1.0,7.0
230,888781152,1.0,0.5,1.5,2.0,25.0,50,1.0,7.0
237,888787344,1.0,0.5,1.5,5.5,25.0,50,1.0,7.0
244,888793000,1.0,0.5,1.6,1.5,25.0,50,1.0,7.0
251,888800197,1.0,0.5,1.6,5.0,25.0,50,1.0,7.0
258,888806359,1.0,0.5,1.7,1.0,25.0,50,1.0,7.0
265,888811934,1.0,0.5,1.7,4.5,25.0,50,1.0,7.0
272,888819674,1.0,0.5,1.8,0.5,25.0,50,1.0,7.0
279,888824200,1.0,0.5,1.8,4.0,25.0,50,1.0,7.0
286,888829499,1.0,0.5,1.9,0.0,25.0,50,1.0,7.0
293,888835306,1.0,0.5,1.9,3.5,25.0,50,1.0,7.0
300,888840523,1.0,0.5,1.9,7.0,25.0,50,1.0,7.0
307,888845718,1.0,0.5,2.0,3.0,25.0,50,1.0,7.0
314,888850524,1.0,0.5,2.0,6.5,25.0,50,1.0,7.0
321,888856430,1.0,0.75,1.4,2.5,25.0,50,1.0,7.0
328,888864067,1.0,0.75,1.4,6.0,25.0,50,1.0,7.0
335,888869847,1.0,0.75,1.5,2.0,25.0,50,1.0,7.0
342,888874634,1.0,0.75,1.5,5.5,25.0,50,1.0,7.0
349,888880496,1.0,0.75,1.6,1.5,25.0,50,1.0,7.0
356,888885986,1.0,0.75,1.6,5.0,25.0,50,1.0,7.0
363,888890363,1.0,0.75,1.7,1.0,25.0,50,1.0,7.0
370,888898022,1.0,0.75,1.7,4.5,25.0,50,1.0,7.0
377,888902278,1.0,0.75,1.8,0.5,25.0,50,1.0,7.0
384,888907351,1.0,0.75,1.8,4.0,25.0,50,1.0,7.0
391,888913285,1.0,0.75,1.9,0.0,25.0,50,1.0,7.0
398,888921253,1.0,0.75,1.9,3.5,25.0,50,1.0,7.0
405,888927085,1.0,0.75,1.9,7.0,25.0,50,1.0,7.0
412,888932681,1.0,0.75,2.0,3.0,25.0,50,1.0,7.0
419,888938914,1.0,0.75,2.0,6.5,25.0,50,1.0,7.0
426,888943331,1.0,1.0,1.4,2.5,25.0,50,1.0,7.0
433,888949622,1.0,1.0,1.4,6.0,25.0,50,1.0,7.0
440,888953555,1.0,1.0,1.5,2.0,25.0,50,1.0,7.0
447,888959541,1.0,1.0,1.5,5.5,25.0,50,1.0,7.0
454,888964704,1.0,1.0,1.6,1.5,25.0,50,1.0,7.0
461,888969942,1.0,1.0,1.6,5.0,25.0,50,1.0,7.0
468,888976014,1.0,1.0,1.7,1.0,25.0,50,1.0,7.0
475,888982442,1.0,1.0,1.7,4.5,25.0,50,1.0,7.0
482,888988098,1.0,1.0,1.8,0.5,25.0,50,1.0,7.0
489,888994557,1.0,1.0,1.8,4.0,25.0,50,1.0,7.0
496,888999943,1.0,1.0,1.9,0.0,25.0,50,1.0,7.0
503,889005654,1.0,1.0,1.9,3.5,25.0,50,1.0,7.0
510,889010863,1.0,1.0,1.9,7.0,25.0,50,1.0,7.0
517,889015004,1.0,1.0,2.0,3.0,25.0,50,1.0,7.0
524,889019683,1.0,1.0,2.0,6.5,25.0,50,1.0,7.0
531,889026240,1.0,1.25,1.4,2.5,25.0,50,1.0,7.0
538,889030760,1.0,1.25,1.4,6.0,25.0,50,1.0,7.0
545,889035295,1.0,1.25,1.5,2.0,25.0,50,1.0,7.0
552,889040958,1.0,1.25,1.5,5.5,25.0,50,1.0,7.0
559,889046859,1.0,1.25,1.6,1.5,25.0,50,1.0,7.0
566,889051551,1.0,1.25,1.6,5.0,25.0,50,1.0,7.0
573,889055953,1.0,1.25,1.7,1.0,25.0,50,1.0,7.0
580,889061016,1.0,1.25,1.7,4.5,25.0,50,1.0,7.0
587,889069057,1.0,1.25,1.8,0.5,25.0,50,1.0,7.0
594,889073359,1.0,1.25,1.8,4.0,25.0,50,1.0,7.0
601,889076882,1.0,1.25,1.9,0.0,25.0,50,1.0,7.0
608,889081600,1.0,1.25,1.9,3.5,25.0,50,1.0,7.0
615,889087539,1.0,1.25,1.9,7.0,25.0,50,1.0,7.0
622,889092349,1.0,1.25,2.0,3.0,25.0,50,1.0,7.0
629,889097209,1.0,1.25,2.0,6.5,25.0,50,1.0,7.0
636,889102034,1.0,1.5,1.4,2.5,25.0,50,1.0,7.0
643,889106426,1.0,1.5,1.4,6.0,25.0,50,1.0,7.0
650,889111305,1.0,1.5,1.5,2.0,25.0,50,1.0,7.0
657,889117827,1.0,1.5,1.5,5.5,25.0,50,1.0,7.0
664,889123785,1.0,1.5,1.6,1.5,25.0,50,1.0,7.0
671,889129447,1.0,1.5,1.6,5.0,25.0,50,1.0,7.0
678,889134613,1.0,1.5,1.7,1.0,25.0,50,1.0,7.0
685,889140853,1.0,1.5,1.7,4.5,25.0,50,1.0,7.0
692,889148084,1.0,1.5,1.8,0.5,25.0,50,1.0,7.0
699,889152910,1.0,1.5,1.8,4.0,25.0,50,1.0,7.0
706,889156833,1.0,1.5,1.9,0.0,25.0,50,1.0,7.0
713,889161242,1.0,1.5,1.9,3.5,25.0,50,1.0,7.0
720,889165147,1.0,1.5,1.9,7.0,25.0,50,1.0,7.0
727,889170624,1.0,1.5,2.0,3.0,25.0,50,1.0,7.0
734,889174732,1.0,1.5,2.0,6.5,25.0,50,1.0,7.0
741,889178295,1.0,1.75,1.4,2.5,25.0,50,1.0,7.0
748,889183142,1.0,1.75,1.4,6.0,25.0,50,1.0,7.0
755,889188126,1.0,1.75,1.5,2.0,25.0,50,1.0,7.0
762,889194112,1.0,1.75,1.5,5.5,25.0,50,1.0,7.0
769,889198409,1.0,1.75,1.6,1.5,25.0,50,1.0,7.0
776,889205624,1.0,1.75,1.6,5.0,25.0,50,1.0,7.0
783,889210143,1.0,1.75,1.7,1.0,25.0,50,1.0,7.0
790,889214267,1.0,1.75,1.7,4.5,25.0,50,1.0,7.0
797,889218620,1.0,1.75,1.8,0.5,25.0,50,1.0,7.0
804,889225750,1.0,1.75,1.8,4.0,25.0,50,1.0,7.0
811,889230113,1.0,1.75,1.9,0.0,25.0,50,1.0,7.0
818,889234489,1.0,1.75,1.9,3.5,25.0,50,1.0,7.0
825,889239070,1.0,1.75,1.9,7.0,25.0,50,1.0,7.0
832,889243191,1.0,1.75,2.0,3.0,25.0,50,1.0,7.0
839,889248476,1.0,1.75,2.0,6.5,25.0,50,1.0,7.0
846,889252858,1.0,2.0,1.4,2.5,25.0,50,1.0,7.0
853,889257654,1.0,2.0,1.4,6.0,25.0,50,1.0,7.0
860,889262335,1.0,2.0,1.5,2.0,25.0,50,1.0,7.0
867,889269921,1.0,2.0,1.5,5.5,25.0,50,1.0,7.0
874,889276743,1.0,2.0,1.6,1.5,25.0,50,1.0,7.0
881,889281999,1.0,2.0,1.6,5.0,25.0,50,1.0,7.0
888,889287524,1.0,2.0,1.7,1.0,25.0,50,1.0,7.0
895,889292856,1.0,2.0,1.7,4.5,25.0,50,1.0,7.0
902,889298611,1.0,2.0,1.8,0.5,25.0,50,1.0,7.0
909,889305459,1.0,2.0,1.8,4.0,25.0,50,1.0,7.0
916,889310533,1.0,2.0,1.9,0.0,25.0,50,1.0,7.0
923,889315501,1.0,2.0,1.9,3.5,25.0,50,1.0,7.0
930,889319693,1.0,2.0,1.9,7.0,25.0,50,1.0,7.0
937,889325295,1.0,2.0,2.0,3.0,25.0,50,1.0,7.0
944,889331274,1.0,2.0,2.0,6.5,25.0,50,1.0,7.0
951,889335659,1.0,2.25,1.4,2.5,25.0,50,1.0,7.0
958,889340791,1.0,2.25,1.4,6.0,25.0,50,1.0,7.0
965,889345757,1.0,2.25,1.5,2.0,25.0,50,1.0,7.0
972,889351018,1.0,2.25,1.5,5.5,25.0,50,1.0,7.0
979,889355702,1.0,2.25,1.6,1.5,25.0,50,1.0,7.0
986,889359659,1.0,2.25,1.6,5.0,25.0,50,1.0,7.0
993,889364942,1.0,2.25,1.7,1.0,25.0,50,1.0,7.0
1000,889370649,1.0,2.25,1.7,4.5,25.0,50,1.0,7.0
1007,889375785,1.0,2.25,1.8,0.5,25.0,50,1.0,7.0
1014,889382180,1.0,2.25,1.8,4.0,25.0,50,1.0,7.0
1021,889389169,1.0,2.25,1.9,0.0,25.0,50,1.0,7.0
1028,889393125,1.0,2.25,1.9,3.5,25.0,50,1.0,7.0
1035,889397727,1.0,2.25,1.9,7.0,25.0,50,1.0,7.0
1042,889402023,1.0,2.25,2.0,3.0,25.0,50,1.0,7.0
1049,889406752,1.0,2.25,2.0,6.5,25.0,50,1.0,7.0
1056,889410831,1.0,2.5,1.4,2.5,25.0,50,1.0,7.0
1063,889416362,1.0,2.5,1.4,6.0,25.0,50,1.0,7.0
1070,889420817,1.0,2.5,1.5,2.0,25.0,50,1.0,7.0
1077,889426994,1.0,2.5,1.5,5.5,25.0,50,1.0,7.0
1084,889430963,1.0,2.5,1.6,1.5,25.0,50,1.0,7.0
1091,889435943,1.0,2.5,1.6,5.0,25.0,50,1.0,7.0
1098,889439747,1.0,2.5,1.7,1.0,25.0,50,1.0,7.0
1105,889444378,1.0,2.5,1.7,4.5,25.0,50,1.0,7.0
1112,889449863,1.0,2.5,1.8,0.5,25.0,50,1.0,7.0
1119,889456466,1.0,2.5,1.8,4.0,25.0,50,1.0,7.0
1126,889463039,1.0,2.5,1.9,0.0,25.0,50,1.0,7.0
1133,889468289,1.0,2.5,1.9,3.5,25.0,50,1.0,7.0
1140,889472919,1.0,2.5,1.9,7.0,25.0,50,1.0,7.0
1147,889476675,1.0,2.5,2.0,3.0,25.0,50,1.0,7.0
1154,889481305,1.0,2.5,2.0,6.5,25.0,50,1.0,7.0
1161,889485850,1.0,2.75,1.4,2.5,25.0,50,1.0,7.0
1168,889491047,1.0,2.75,1.4,6.0,25.0,50,1.0,7.0
1175,889495362,1.0,2.75,1.5,2.0,25.0,50,1.0,7.0
1182,889500719,1.0,2.75,1.5,5.5,25.0,50,1.0,7.0
1189,889506273,1.0,2.75,1.6,1.5,25.0,50,1.0,7.0
1196,889511071,1.0,2.75,1.6,5.0,25.0,50,1.0,7.0
1203,889516188,1.0,2.75,1.7,1.0,25.0,50,1.0,7.0
1210,889522066,1.0,2.75,1.7,4.5,25.0,50,1.0,7.0
1217,889526706,1.0,2.75,1.8,0.5,25.0,50,1.0,7.0
1224,889531714,1.0,2.75,1.8,4.0,25.0,50,1.0,7.0
1231,889536354,1.0,2.75,1.9,0.0,25.0,50,1.0,7.0
1238,889542326,1.0,2.75,1.9,3.5,25.0,50,1.0,7.0
1245,889546634,1.0,2.75,1.9,7.0,25.0,50,1.0,7.0
1252,889550986,1.0,2.75,2.0,3.0,25.0,50,1.0,7.0
1259,889555995,1.0,2.75,2.0,6.5,25.0,50,1.0,7.0
1266,889560490,1.0,3.0,1.4,2.5,25.0,50,1.0,7.0
1273,889566808,1.0,3.0,1.4,6.0,25.0,50,1.0,7.0
1280,889571793,1.0,3.0,1.5,2.0,25.0,50,1.0,7.0
1287,889576861,1.0,3.0,1.5,5.5,25.0,50,1.0,7.0
1294,889581381,1.0,3.0,1.6,1.5,25.0,50,1.0,7.0
1301,889585370,1.0,3.0,1.6,5.0,25.0,50,1.0,7.0
1308,889589882,1.0,3.0,1.7,1.0,25.0,50,1.0,7.0
1315,889594807,1.0,3.0,1.7,4.5,25.0,50,1.0,7.0
1322,889599758,1.0,3.0,1.8,0.5,25.0,50,1.0,7.0
1329,889604412,1.0,3.0,1.8,4.0,25.0,50,1.0,7.0
1336,889609268,1.0,3.0,1.9,0.0,25.0,50,1.0,7.0
1343,889615793,1.0,3.0,1.9,3.5,25.0,50,1.0,7.0
1350,889621060,1.0,3.0,1.9,7.0,25.0,50,1.0,7.0
1357,889625104,1.0,3.0,2.0,3.0,25.0,50,1.0,7.0
1364,889629278,1.0,3.0,2.0,6.5,25.0,50,1.0,7.0
1371,889634782,1.0,3.25,1.4,2.5,25.0,50,1.0,7.0
1378,889640443,1.0,3.25,1.4,6.0,25.0,50,1.0,7.0
1385,889645733,1.0,3.25,1.5,2.0,25.0,50,1.0,7.0
1392,889649928,1.0,3.25,1.5,5.5,25.0,50,1.0,7.0
1399,889653806,1.0,3.25,1.6,1.5,25.0,50,1.0,7.0
1406,889657970,1.0,3.25,1.6,5.0,25.0,50,1.0,7.0
1413,889662771,1.0,3.25,1.7,1.0,25.0,50,1.0,7.0
1420,889667094,1.0,3.25,1.7,4.5,25.0,50,1.0,7.0
1427,889671753,1.0,3.25,1.8,0.5,25.0,50,1.0,7.0
1434,889676445,1.0,3.25,1.8,4.0,25.0,50,1.0,7.0
1441,889681197,1.0,3.25,1.9,0.0,25.0,50,1.0,7.0
1448,889685185,1.0,3.25,1.9,3.5,25.0,50,1.0,7.0
1455,889690732,1.0,3.25,1.9,7.0,25.0,50,1.0,7.0
1462,889695225,1.0,3.25,2.0,3.0,25.0,50,1.0,7.0
1469,889699647,1.0,3.25,2.0,6.5,25.0,50,1.0,7.0
1476,889704396,1.0,3.5,1.4,2.5,25.0,50,1.0,7.0
1483,889709805,1.0,3.5,1.4,6.0,25.0,50,1.0,7.0
1490,889713562,1.0,3.5,1.5,2.0,25.0,50,1.0,7.0
1497,889718245,1.0,3.5,1.5,5.5,25.0,50,1.0,7.0
1504,889722798,1.0,3.5,1.6,1.5,25.0,50,1.0,7.0
1511,889727134,1.0,3.5,1.6,5.0,25.0,50,1.0,7.0
1518,889731122,1.0,3.5,1.7,1.0,25.0,50,1.0,7.0
1525,889735786,1.0,3.5,1.7,4.5,25.0,50,1.0,7.0
1532,889739988,1.0,3.5,1.8,0.5,25.0,50,1.0,7.0
1539,889743875,1.0,3.5,1.8,4.0,25.0,50,1.0,7.0
1546,889747896,1.0,3.5,1.9,0.0,25.0,50,1.0,7.0
1553,889752846,1.0,3.5,1.9,3.5,25.0,50,1.0,7.0
1560,889759453,1.0,3.5,1.9,7.0,25.0,50,1.0,7.0
1567,889764495,1.0,3.5,2.0,3.0,25.0,50,1.0,7.0
1574,889768898,1.0,3.5,2.0,6.5,25.0,50,1.0,7.0
1581,889773644,1.0,3.75,1.4,2.5,25.0,50,1.0,7.0
1588,889778527,1.0,3.75,1.4,6.0,25.0,50,1.0,7.0
1595,889782297,1.0,3.75,1.5,2.0,25.0,50,1.0,7.0
1602,889787065,1.0,3.75,1.5,5.5,25.0,50,1.0,7.0
1609,889791426,1.0,3.75,1.6,1.5,25.0,50,1.0,7.0
1616,889796291,1.0,3.75,1.6,5.0,25.0,50,1.0,7.0
1623,889800382,1.0,3.75,1.7,1.0,25.0,50,1.0,7.0
1630,889804716,1.0,3.75,1.7,4.5,25.0,50,1.0,7.0
1637,889808581,1.0,3.75,1.8,0.5,25.0,50,1.0,7.0
1644,889814523,1.0,3.75,1.8,4.0,25.0,50,1.0,7.0
1651,889819269,1.0,3.75,1.9,0.0,25.0,50,1.0,7.0
1658,889823663,1.0,3.75,1.9,3.5,25.0,50,1.0,7.0
1665,889827812,1.0,3.75,1.9,7.0,25.0,50,1.0,7.0
1672,889833983,1.0,3.75,2.0,3.0,25.0,50,1.0,7.0
1679,889837791,1.0,3.75,2.0,6.5,25.0,50,1.0,7.0
1686,889843167,1.0,4.0,1.4,2.5,25.0,50,1.0,7.0
1693,889847286,1.0,4.0,1.4,6.0,25.0,50,1.0,7.0
1700,889851542,1.0,4.0,1.5,2.0,25.0,50,1.0,7.0
1707,889856923,1.0,4.0,1.5,5.5,25.0,50,1.0,7.0
1714,889861171,1.0,4.0,1.6,1.5,25.0,50,1.0,7.0
1721,889865032,1.0,4.0,1.6,5.0,25.0,50,1.0,7.0
1728,889869850,1.0,4.0,1.7,1.0,25.0,50,1.0,7.0
1735,889874147,1.0,4.0,1.7,4.5,25.0,50,1.0,7.0
1742,889879219,1.0,4.0,1.8,0.5,25.0,50,1.0,7.0
1749,889884548,1.0,4.0,1.8,4.0,25.0,50,1.0,7.0
1756,889889673,1.0,4.0,1.9,0.0,25.0,50,1.0,7.0
1763,889894367,1.0,4.0,1.9,3.5,25.0,50,1.0,7.0
1770,889899186,1.0,4.0,1.9,7.0,25.0,50,1.0,7.0
1777,889904597,1.0,4.0,2.0,3.0,25.0,50,1.0,7.0
1784,889908568,1.0,4.0,2.0,6.5,25.0,50,1.0,7.0
1791,889912811,1.5,0.0,1.4,2.5,25.0,50,1.0,7.0
1798,889920126,1.5,0.0,1.4,6.0,25.0,50,1.0,7.0
1805,889927427,1.5,0.0,1.5,2.0,25.0,50,1.0,7.0
1812,889938072,1.5,0.0,1.5,5.5,25.0,50,1.0,7.0
1819,889945120,1.5,0.0,1.6,1.5,25.0,50,1.0,7.0
1826,889953654,1.5,0.0,1.6,5.0,25.0,50,1.0,7.0
1833,889961324,1.5,0.0,1.7,1.0,25.0,50,1.0,7.0
1840,889969062,1.5,0.0,1.7,4.5,25.0,50,1.0,7.0
1847,889976045,1.5,0.0,1.8,0.5,25.0,50,1.0,7.0
1854,889983414,1.5,0.0,1.8,4.0,25.0,50,1.0,7.0
1861,889990837,1.5,0.0,1.9,0.0,25.0,50,1.0,7.0
1868,889998386,1.5,0.0,1.9,3.5,25.0,50,1.0,7.0
1875,890005806,1.5,0.0,1.9,7.0,25.0,50,1.0,7.0
1882,890012107,1.5,0.0,2.0,3.0,25.0,50,1.0,7.0
1889,890020365,1.5,0.0,2.0,6.5,25.0,50,1.0,7.0
1896,890027093,1.5,0.25,1.4,2.5,25.0,50,1.0,7.0
1903,890031994,1.5,0.25,1.4,6.0,25.0,50,1.0,7.0
1910,890036281,1.5,0.25,1.5,2.0,25.0,50,1.0,7.0
1917,890042739,1.5,0.25,1.5,5.5,25.0,50,1.0,7.0
1924,890048152,1.5,0.25,1.6,1.5,25.0,50,1.0,7.0
1931,890054613,1.5,0.25,1.6,5.0,25.0,50,1.0,7.0
1938,890059701,1.5,0.25,1.7,1.0,25.0,50,1.0,7.0
1945,890065717,1.5,0.25,1.7,4.5,25.0,50,1.0,7.0
1952,890072374,1.5,0.25,1.8,0.5,25.0,50,1.0,7.0
1959,890078272,1.5,0.25,1.8,4.0,25.0,50,1.0,7.0
1966,890084722,1.5,0.25,1.9,0.0,25.0,50,1.0,7.0
1973,890090580,1.5,0.25,1.9,3.5,25.0,50,1.0,7.0
1980,890096093,1.5,0.25,1.9,7.0,25.0,50,1.0,7.0
1987,890102812,1.5,0.25,2.0,3.0,25.0,50,1.0,7.0
1994,890111316,1.5,0.25,2.0,6.5,25.0,50,1.0,7.0
2001,890117835,1.5,0.5,1.4,2.5,25.0,50,1.0,7.0
2008,890124482,1.5,0.5,1.4,6.0,25.0,50,1.0,7.0
2015,890130923,1.5,0.5,1.5,2.0,25.0,50,1.0,7.0
2022,890135244,1.5,0.5,1.5,5.5,25.0,50,1.0,7.0
2029,890141413,1.5,0.5,1.6,1.5,25.0,50,1.0,7.0
2036,890148051,1.5,0.5,1.6,5.0,25.0,50,1.0,7.0
2043,890153612,1.5,0.5,1.7,1.0,25.0,50,1.0,7.0
2050,890159115,1.5,0.5,1.7,4.5,25.0,50,1.0,7.0
2057,890164885,1.5,0.5,1.8,0.5,25.0,50,1.0,7.0
2064,890171674,1.5,0.5,1.8,4.0,25.0,50,1.0,7.0
2071,890178925,1.5,0.5,1.9,0.0,25.0,50,1.0,7.0
2078,890186498,1.5,0.5,1.9,3.5,25.0,50,1.0,7.0
2085,890190874,1.5,0.5,1.9,7.0,25.0,50,1.0,7.0
2092,890197558,1.5,0.5,2.0,3.0,25.0,50,1.0,7.0
2099,890203364,1.5,0.5,2.0,6.5,25.0,50,1.0,7.0
2106,890210057,1.5,0.75,1.4,2.5,25.0,50,1.0,7.0
2113,890215761,1.5,0.75,1.4,6.0,25.0,50,1.0,7.0
2120,890220733,1.5,0.75,1.5,2.0,25.0,50,1.0,7.0
2127,890228842,1.5,0.75,1.5,5.5,25.0,50,1.0,7.0
2134,890235018,1.5,0.75,1.6,1.5,25.0,50,1.0,7.0
2141,890243787,1.5,0.75,1.6,5.0,25.0,50,1.0,7.0
2148,890248537,1.5,0.75,1.7,1.0,25.0,50,1.0,7.0
2155,890254157,1.5,0.75,1.7,4.5,25.0,50,1.0,7.0
2162,890259645,1.5,0.75,1.8,0.5,25.0,50,1.0,7.0
2169,890266187,1.5,0.75,1.8,4.0,25.0,50,1.0,7.0
2176,890272362,1.5,0.75,1.9,0.0,25.0,50,1.0,7.0
2183,890278109,1.5,0.75,1.9,3.5,25.0,50,1.0,7.0
2190,890284976,1.5,0.75,1.9,7.0,25.0,50,1.0,7.0
2197,890290674,1.5,0.75,2.0,3.0,25.0,50,1.0,7.0
2204,890298231,1.5,0.75,2.0,6.5,25.0,50,1.0,7.0
2211,890305179,1.5,1.0,1.4,2.5,25.0,50,1.0,7.0
2218,890311052,1.5,1.0,1.4,6.0,25.0,50,1.0,7.0
2225,890314922,1.5,1.0,1.5,2.0,25.0,50,1.0,7.0
2232,890322011,1.5,1.0,1.5,5.5,25.0,50,1.0,7.0
2239,890328023,1.5,1.0,1.6,1.5,25.0,50,1.0,7.0
2246,890334344,1.5,1.0,1.6,5.0,25.0,50,1.0,7.0
2253,890339028,1.5,1.0,1.7,1.0,25.0,50,1.0,7.0
2260,890344619,1.5,1.0,1.7,4.5,25.0,50,1.0,7.0
2267,890351219,1.5,1.0,1.8,0.5,25.0,50,1.0,7.0
2274,890357901,1.5,1.0,1.8,4.0,25.0,50,1.0,7.0
2281,890365762,1.5,1.0,1.9,0.0,25.0,50,1.0,7.0
2288,890375408,1.5,1.0,1.9,3.5,25.0,50,1.0,7.0
2295,890382079,1.5,1.0,1.9,7.0,25.0,50,1.0,7.0
2302,890386569,1.5,1.0,2.0,3.0,25.0,50,1.0,7.0
2309,890391864,1.5,1.0,2.0,6.5,25.0,50,1.0,7.0
2316,890396931,1.5,1.25,1.4,2.5,25.0,50,1.0,7.0
2323,890404355,1.5,1.25,1.4,6.0,25.0,50,1.0,7.0
2330,890409555,1.5,1.25,1.5,2.0,25.0,50,1.0,7.0
2337,890416993,1.5,1.25,1.5,5.5,25.0,50,1.0,7.0
2344,890424545,1.5,1.25,1.6,1.5,25.0,50,1.0,7.0
2351,890430384,1.5,1.25,1.6,5.0,25.0,50,1.0,7.0
2358,890436906,1.5,1.25,1.7,1.0,25.0,50,1.0,7.0
2365,890445410,1.5,1.25,1.7,4.5,25.0,50,1.0,7.0
2372,890452372,1.5,1.25,1.8,0.5,25.0,50,1.0,7.0
2379,890458448,1.5,1.25,1.8,4.0,25.0,50,1.0,7.0
2386,890465136,1.5,1.25,1.9,0.0,25.0,50,1.0,7.0
2393,890469696,1.5,1.25,1.9,3.5,25.0,50,1.0,7.0
2400,890474961,1.5,1.25,1.9,7.0,25.0,50,1.0,7.0
2407,890478903,1.5,1.25,2.0,3.0,25.0,50,1.0,7.0
2414,890483842,1.5,1.25,2.0,6.5,25.0,50,1.0,7.0
2421,890488742,1.5,1.5,1.4,2.5,25.0,50,1.0,7.0
2428,890495866,1.5,1.5,1.4,6.0,25.0,50,1.0,7.0
2435,890500545,1.5,1.5,1.5,2.0,25.0,50,1.0,7.0
2442,890506577,1.5,1.5,1.5,5.5,25.0,50,1.0,7.0
2449,890511548,1.5,1.5,1.6,1.5,25.0,50,1.0,7.0
2456,890517257,1.5,1.5,1.6,5.0,25.0,50,1.0,7.0
2463,890521219,1.5,1.5,1.7,1.0,25.0,50,1.0,7.0
2470,890526294,1.5,1.5,1.7,4.5,25.0,50,1.0,7.0
2477,890531093,1.5,1.5,1.8,0.5,25.0,50,1.0,7.0
2484,890536896,1.5,1.5,1.8,4.0,25.0,50,1.0,7.0
2491,890544281,1.5,1.5,1.9,0.0,25.0,50,1.0,7.0
2498,890548835,1.5,1.5,1.9,3.5,25.0,50,1.0,7.0
2505,890554183,1.5,1.5,1.9,7.0,25.0,50,1.0,7.0
2512,890559695,1.5,1.5,2.0,3.0,25.0,50,1.0,7.0
2519,890563608,1.5,1.5,2.0,6.5,25.0,50,1.0,7.0
2526,890569554,1.5,1.75,1.4,2.5,25.0,50,1.0,7.0
2533,890573549,1.5,1.75,1.4,6.0,25.0,50,1.0,7.0
2540,890579728,1.5,1.75,1.5,2.0,25.0,50,1.0,7.0
2547,890585066,1.5,1.75,1.5,5.5,25.0,50,1.0,7.0
2554,890589430,1.5,1.75,1.6,1.5,25.0,50,1.0,7.0
2561,890594381,1.5,1.75,1.6,5.0,25.0,50,1.0,7.0
2568,890600059,1.5,1.75,1.7,1.0,25.0,50,1.0,7.0
2575,890606030,1.5,1.75,1.7,4.5,25.0,50,1.0,7.0
2582,890611778,1.5,1.75,1.8,0.5,25.0,50,1.0,7.0
2589,890617282,1.5,1.75,1.8,4.0,25.0,50,1.0,7.0
2596,890621925,1.5,1.75,1.9,0.0,25.0,50,1.0,7.0
2603,890627393,1.5,1.75,1.9,3.5,25.0,50,1.0,7.0
2610,890631429,1.5,1.75,1.9,7.0,25.0,50,1.0,7.0
2617,890636717,1.5,1.75,2.0,3.0,25.0,50,1.0,7.0
2624,890641644,1.5,1.75,2.0,6.5,25.0,50,1.0,7.0
2631,890647431,1.5,2.0,1.4,2.5,25.0,50,1.0,7.0
2638,890652649,1.5,2.0,1.4,6.0,25.0,50,1.0,7.0
2645,890659660,1.5,2.0,1.5,2.0,25.0,50,1.0,7.0
2652,890664323,1.5,2.0,1.5,5.5,25.0,50,1.0,7.0
2659,890669700,1.5,2.0,1.6,1.5,25.0,50,1.0,7.0
