"run","MaxPop","MinPop","countPop"
6,561,393,531
13,514,446,463
20,427,310,366
27,583,571,571
34,562,490,510
41,507,456,470
48,563,440,440
55,678,576,651
62,538,404,466
69,465,402,451
76,586,410,473
83,534,428,482
90,426,322,332
97,620,511,549
104,602,445,538
111,350,285,319
118,166,0,0
125,151,99,135
132,405,46,88
139,471,423,423
146,414,293,356
153,561,497,529
160,493,356,486
167,422,283,360
174,516,451,454
181,434,321,418
188,450,427,435
195,290,0,0
202,563,402,486
209,237,15,51
216,559,494,538
223,305,2,16
230,561,426,531
237,438,89,206
244,646,523,600
251,566,519,553
258,255,149,159
265,380,263,285
272,365,0,0
279,273,175,235
286,478,356,420
293,268,96,192
300,218,0,0
307,330,121,177
314,453,0,0
321,620,351,450
328,398,23,82
335,151,37,55
342,316,64,242
349,324,253,253
356,211,0,6
363,311,110,189
370,175,138,163
377,257,57,91
384,439,352,397
391,563,441,503
398,397,202,208
405,509,0,0
412,337,203,284
419,57,0,39
426,509,275,319
433,242,0,0
440,469,389,446
447,324,47,94
454,336,312,312
461,326,252,253
468,291,162,223
475,219,118,162
482,275,117,172
489,361,166,183
496,443,107,166
503,325,224,266
510,135,0,0
517,224,72,91
524,339,9,18
531,38,4,29
538,72,0,0
545,246,149,168
552,413,332,363
559,113,0,0
566,77,0,16
573,226,27,27
580,477,412,412
587,85,0,8
594,151,11,20
601,69,1,20
608,351,298,303
615,149,0,0
622,333,23,60
629,191,4,33
636,287,113,162
643,190,11,53
650,339,197,255
657,394,76,199
664,367,205,207
671,346,341,341
678,385,274,293
685,195,54,118
692,107,91,91
699,348,284,292
706,92,49,77
713,85,0,0
720,275,0,0
727,143,105,120
734,76,0,0
741,170,144,163
748,215,10,32
755,325,217,244
762,257,0,0
769,360,140,324
776,201,0,0
783,37,0,15
790,69,0,0
797,141,8,33
804,36,0,0
811,96,0,0
818,295,20,53
825,83,0,0
832,162,46,71
839,62,0,0
846,49,25,42
853,195,0,0
860,446,230,274
867,226,29,105
874,264,224,224
881,186,73,104
888,163,56,107
895,134,44,90
902,154,55,68
909,276,105,140
916,217,171,202
923,158,76,87
930,383,0,0
937,361,302,340
944,195,0,16
951,63,15,30
958,156,9,57
965,133,13,26
972,164,19,51
979,32,0,0
986,75,0,12
993,149,73,93
1000,269,31,38
1007,216,122,154
1014,97,13,26
1021,102,0,11
1028,186,55,80
1035,51,0,0
1042,229,144,183
1049,167,0,0
1056,332,290,316
1063,44,0,0
1070,177,137,165
1077,39,0,0
1084,137,20,34
1091,53,0,5
1098,49,0,0
1105,148,0,15
1112,290,178,246
1119,172,66,112
1126,234,119,139
1133,118,42,55
1140,28,0,0
1147,81,28,60
1154,147,0,0
1161,142,41,104
1168,111,0,0
1175,40,0,0
1182,111,63,71
1189,18,0,0
1196,127,20,107
1203,108,10,31
1210,128,20,67
1217,13,0,0
1224,97,18,47
1231,20,0,0
1238,71,0,0
1245,102,0,0
1252,159,142,153
1259,64,0,0
1266,97,85,88
1273,76,0,0
1280,45,0,0
1287,177,3,3
1294,63,0,0
1301,61,6,16
1308,8,0,0
1315,128,26,90
1322,61,0,0
1329,227,210,216
1336,186,5,38
1343,179,157,177
1350,52,0,0
1357,125,0,18
1364,159,8,32
1371,82,31,54
1378,233,8,16
1385,56,0,0
1392,40,0,0
1399,82,12,17
1406,25,0,0
1413,48,23,32
1420,24,0,0
1427,87,36,52
1434,155,18,53
1441,73,38,46
1448,36,0,0
1455,188,0,0
1462,65,9,20
1469,22,0,0
1476,180,156,164
1483,55,0,0
1490,40,0,0
1497,49,0,0
1504,119,24,58
1511,121,0,0
1518,45,0,0
1525,86,0,0
1532,52,15,18
1539,21,0,0
1546,60,0,0
1553,19,0,0
1560,77,0,0
1567,93,0,0
1574,210,0,0
1581,204,68,118
1588,85,2,15
1595,44,0,0
1602,94,7,62
1609,248,222,238
1616,27,0,0
1623,139,93,96
1630,35,0,0
1637,100,1,18
1644,61,13,34
1651,20,0,0
1658,74,46,60
1665,51,0,0
1672,148,47,96
1679,54,0,0
1686,77,15,31
1693,95,0,0
1700,254,101,116
1707,34,0,0
1714,67,11,17
1721,103,6,28
1728,40,13,18
1735,124,26,105
1742,129,90,112
1749,143,121,125
1756,174,90,92
1763,3,0,0
1770,17,0,0
1777,25,0,0
1784,46,0,0
1791,623,514,514
1798,409,330,360
1805,646,535,592
1812,410,260,367
1819,551,483,502
1826,447,315,382
1833,572,438,523
1840,615,513,559
1847,620,454,551
1854,581,562,562
1861,533,409,466
1868,599,478,579
1875,445,406,406
1882,552,552,552
1889,456,31,407
1896,392,347,362
1903,216,0,0
1910,348,248,321
1917,461,68,232
1924,459,408,424
1931,344,73,84
1938,468,468,468
1945,488,395,438
1952,279,80,158
1959,490,433,433
1966,536,463,519
1973,366,133,258
1980,489,0,0
1987,317,295,310
1994,366,16,42
2001,320,288,288
2008,326,20,57
2015,50,0,0
2022,427,333,378
2029,514,514,514
2036,402,86,176
2043,336,205,293
2050,290,105,111
2057,391,192,252
2064,278,187,236
2071,442,376,376
2078,2,0,0
2085,498,0,0
2092,326,3,3
2099,295,11,53
2106,350,275,330
2113,327,0,0
2120,389,271,301
2127,262,205,239
2134,548,410,513
2141,224,125,202
2148,407,103,178
2155,295,70,255
2162,314,79,197
2169,384,136,340
2176,400,383,383
2183,402,343,352
2190,265,0,0
2197,380,274,329
2204,389,0,13
2211,241,113,194
2218,101,3,17
2225,447,384,430
2232,389,35,93
2239,304,252,273
2246,40,0,7
2253,268,48,82
2260,462,125,375
2267,269,50,82
2274,403,338,383
2281,547,337,425
2288,370,146,316
2295,243,0,0
2302,168,40,47
2309,224,4,13
2316,325,179,282
2323,364,22,64
2330,374,15,34
2337,397,52,229
2344,203,6,6
2351,332,72,146
2358,314,156,194
2365,464,132,320
2372,194,88,114
2379,330,255,307
2386,294,3,4
2393,226,0,0
2400,78,0,0
2407,41,0,0
2414,160,6,20
2421,420,2,2
2428,177,8,44
2435,348,190,298
2442,37,6,14
2449,309,0,0
2456,53,1,1
2463,72,30,46
2470,57,13,18
2477,123,94,112
2484,406,172,279
2491,161,0,0
2498,148,36,72
2505,348,0,0
2512,88,0,13
2519,369,12,53
2526,108,16,20
2533,101,0,0
2540,211,123,154
2547,39,0,0
2554,146,0,0
2561,474,79,224
2568,213,158,196
2575,170,119,148
2582,298,222,273
2589,51,0,8
2596,91,12,27
2603,37,0,7
2610,40,0,0
2617,215,172,203
2624,418,18,40
2631,173,0,0
2638,168,1,1
2645,220,51,101
2652,232,24,124
2659,159,33,44
2666,94,11,61
2673,155,58,72
2680,231,199,220
2687,211,64,71
2694,241,87,177
2701,225,173,205
2708,245,95,120
2715,271,0,0
2722,344,89,116
2729,146,0,0
2736,122,0,0
2743,97,3,15
2750,96,1,47
2757,92,3,25
2764,107,26,34
2771,73,0,0
2778,57,0,0
2785,45,0,0
2792,345,64,80
2799,106,14,33
2806,145,0,0
2813,159,0,9
2820,113,0,0
2827,57,7,29
2834,59,0,20
2841,131,28,31
2848,92,2,30
2855,65,0,0
2862,46,0,0
2869,83,12,13
2876,75,0,0
2883,96,39,77
2890,67,7,34
2897,129,16,16
2904,91,0,17
2911,8,0,0
2918,116,0,0
2925,232,0,0
2932,110,1,18
2939,66,0,15
2946,173,76,130
2953,142,9,116
2960,208,130,167
2967,106,8,73
2974,129,16,32
2981,118,15,58
2988,65,0,0
2995,18,0,0
3002,68,0,0
3009,32,0,0
3016,33,0,0
3023,55,13,39
3030,211,0,0
3037,62,1,15
3044,66,0,0
3051,191,52,89
3058,104,0,0
3065,76,10,16
3072,46,0,0
3079,137,50,66
3086,86,3,17
3093,93,23,37
3100,54,1,11
3107,122,98,105
3114,72,19,46
3121,34,0,0
3128,134,21,49
3135,43,0,0
3142,33,0,0
3149,57,0,0
3156,187,65,109
3163,128,8,45
3170,112,72,105
3177,72,5,32
3184,55,0,0
3191,69,17,62
3198,105,56,68
3205,86,9,36
3212,142,108,137
3219,45,6,18
3226,103,50,69
3233,110,15,35
3240,151,0,0
3247,95,8,36
3254,127,6,59
3261,62,24,43
3268,22,0,0
3275,34,0,0
3282,123,9,89
3289,25,0,0
3296,17,0,0
3303,17,0,0
3310,31,0,0
3317,81,31,42
3324,60,1,4
3331,107,86,98
3338,55,0,0
